model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Streptococcus_pneumoniae_SP6_BS73.mat,1090,581,260,268,17,51,4
Blautia_massiliensis_GD9.mat,1139,659,353,259,25,42,5
Streptococcus_mutans_S1B.mat,1375,857,499,297,30,73,7
Escherichia_coli_p0305293_14.mat,3202,905,452,303,75,122,7
Atopobium_vaginae_DSM_15829.mat,708,469,205,245,18,18,4
Veillonella_sp_3_1_44.mat,1139,743,430,230,33,81,6
Clostridium_botulinum_F_str_Langeland.mat,1659,1092,713,282,48,101,8
Streptococcus_anginosus_ERR2221320.mat,889,476,250,194,19,31,6
Enterococcus_faecium_9830565_4.mat,1060,574,302,216,23,47,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_13_E_05.mat,2348,1243,770,289,94,172,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_8b_1.mat,2329,1239,771,297,96,157,7
Bifidobacterium_animalis_subsp_lactis_B420.mat,1134,654,453,142,33,59,7
Bacillus_cereus_H3081_97.mat,1952,1171,725,313,77,134,8
Geobacillus_vulcani_PSS1.mat,1500,891,502,292,113,81,8
Anaerococcus_lactolyticus_ATCC_51172.mat,887,530,287,213,25,26,4
Helicobacter_pylori_NQ4053.mat,1245,819,442,317,35,75,7
Staphylococcus_arlettae_CVD059.mat,2301,875,486,260,68,116,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_561362_9_7.mat,1880,844,438,281,76,103,6
Enterococcus_faecalis_SS_7.mat,1222,674,330,272,27,62,6
Clostridium_niameyense_DSM_100441.mat,929,587,400,153,14,39,4
Escherichia_coli_TW11681.mat,3177,874,440,288,74,117,7
Helicobacter_pylori_Hp_P_8.mat,1299,831,463,309,35,75,7
Escherichia_coli_J53.mat,3568,1228,720,306,98,190,8
Streptococcus_sanguinis_SK678.mat,1483,914,555,294,39,81,8
Streptococcus_agalactiae_CCUG_49100.mat,2210,851,479,290,45,99,7
Lactobacillus_plantarum_ZJ316.mat,1571,911,586,222,47,106,8
Enterococcus_faecalis_SF100.mat,1230,656,327,276,19,47,6
Streptococcus_pneumoniae_357.mat,1056,548,228,266,17,49,4
Enterococcus_faecalis_SS_6.mat,1244,675,330,277,25,60,6
Porphyromonas_asaccharolytica_PR426713P_I.mat,1296,843,507,296,35,48,7
Pseudomonas_fragi_NBRC_3458.mat,1544,886,522,284,64,57,7
Kytococcus_sedentarius_262_KSED.mat,933,598,316,235,26,36,5
Bacillus_amyloliquefaciens_subsp_amyloliquefaciens_DC_12.mat,1644,933,472,352,112,90,8
Helicobacter_pylori_NQ4044.mat,1259,820,455,308,33,75,7
Escherichia_coli_PA24.mat,3143,866,445,285,70,106,7
Bacteroides_uniformis_ATCC_8492.mat,2686,773,466,239,36,68,6
Helicobacter_pylori_GAM114Ai.mat,1302,893,439,398,35,78,7
Klebsiella_pneumoniae_subsp_pneumoniae_ST512_K30BO.mat,2474,1281,821,281,105,159,8
Anaerococcus_jeddahensis_DSM_100537.mat,786,686,285,372,21,50,5
Helicobacter_pylori_Hp_H_42.mat,1287,827,454,316,33,75,7
Lactobacillus_casei_W56.mat,1497,936,576,256,49,107,8
Staphylococcus_aureus_M1015.mat,1406,735,350,279,51,84,6
Acinetobacter_baumannii_Naval_57.mat,1561,860,460,289,71,88,7
Klebsiella_pneumoniae_VAKPC309.mat,2615,1323,831,284,112,183,8
Cloacibacterium_normanense_DSM_15886.mat,1003,651,313,307,25,30,6
Streptococcus_pneumoniae_GA47281.mat,1107,582,255,269,17,56,5
Escherichia_coli_P0304777_1.mat,3204,857,429,283,79,113,7
Escherichia_coli_KTE59.mat,3560,1223,726,291,100,192,8
Escherichia_coli_MP021017_4.mat,3601,1245,735,292,97,206,8
Haemophilus_influenzae_6P18H1.mat,1348,708,367,264,31,67,6
Escherichia_coli_KTE104.mat,3566,1252,735,311,103,189,8
Anaerotruncus_colihominis_ERR171260.mat,1074,628,394,195,29,35,5
Streptococcus_agalactiae_GB00190.mat,2211,847,474,290,47,99,8
Escherichia_coli_ERR2221318.mat,1889,835,395,312,71,105,7
Escherichia_coli_O32_H37_str_P4.mat,3184,894,448,305,72,115,7
Bacteroides_plebeius_M12_DSM_17135.mat,2495,708,415,221,31,71,6
Campylobacter_concisus_13826.mat,1136,731,366,300,27,56,5
Helicobacter_pylori_Hp_A_20.mat,1290,827,464,308,33,72,7
Acinetobacter_baumannii_AB_TG2023.mat,1560,868,466,292,70,88,7
Enterococcus_faecium_E1071.mat,1425,889,565,234,36,90,7
Clostridioides_difficile_ERR1204032.mat,1304,690,369,265,41,45,5
Bacteroides_salyersiae_ERR1022329.mat,1229,636,332,241,31,55,6
Helicobacter_pylori_CPY1962.mat,1297,832,454,317,37,78,7
Paeniclostridium_sordellii_R32462.mat,1085,608,383,191,24,26,5
Rothia_mucilaginosa_M508.mat,1301,865,555,242,46,76,7
Streptococcus_pneumoniae_MNZ14.mat,1096,587,251,279,17,55,5
Escherichia_coli_10_0833.mat,3581,1258,752,299,102,194,8
Clostridium_sp_HGF2.mat,1048,603,327,231,28,40,4
Lactobacillus_helveticus_H10.mat,1240,746,453,242,28,66,7
Actinomyces_urogenitalis_DSM_15434.mat,1166,675,368,228,27,75,8
Bacillus_cereus_F837.mat,1965,1161,729,297,82,140,8
Escherichia_coli_NE098.mat,3585,1260,752,299,104,199,8
Brachyspira_aalborgi_PC5099IV.mat,1091,682,346,306,20,27,4
Acinetobacter_lwoffii_NCTC_5866.mat,1736,1088,662,305,91,132,8
Staphylococcus_aureus_subsp_aureus_21252.mat,1395,739,349,282,53,86,6
Bacteroides_vulgatus_ATCC_8482.mat,2337,748,358,303,51,79,6
Enterococcus_faecium_E1636.mat,1432,881,568,229,31,87,7
Sarcina_nov_ERR1022316.mat,1199,676,435,200,31,36,5
Haemophilus_influenzae_PittAA.mat,1343,713,358,270,27,79,6
Streptococcus_agalactiae_CCUG_49086.mat,2177,859,489,293,37,93,8
Salmonella_enterica_subsp_enterica_serovar_Agona_str_29_O_08.mat,2325,1225,758,284,94,167,7
Campylobacter_jejuni_subsp_jejuni_H22082.mat,1393,932,495,351,53,86,7
Streptococcus_downei_F0415.mat,1006,554,323,207,17,23,6
Aerococcus_christensenii_CCUG28831.mat,775,509,300,186,16,22,5
Edwardsiella_tarda_FL95_01.mat,1563,783,404,290,53,74,6
Mycobacterium_abscessus_M24.mat,1317,823,479,258,108,75,7
Helicobacter_pylori_PeCan4.mat,1284,844,465,319,35,75,7
Yersinia_enterocolitica_subsp_palearctica_105_5Rr.mat,2173,1192,755,288,74,145,7
Clostridium_innocuum_2959.mat,1192,703,362,254,42,85,8
Streptococcus_oralis_SK255.mat,1255,778,467,237,30,81,8
Streptococcus_agalactiae_CCUG_44050.mat,2184,831,477,288,45,83,7
Lachnoanaerobaculum_saburreum_DNF00896.mat,1043,636,353,242,29,38,6
Bifidobacterium_mongoliense_DSM_21395.mat,1103,611,356,204,27,49,7
Streptococcus_pneumoniae_GA02506.mat,1099,581,252,271,17,56,5
Escherichia_coli_O157_H7_str_TW14588.mat,3146,862,441,285,70,106,7
Pseudomonas_putida_W619.mat,1786,955,507,303,90,109,7
Streptococcus_mutans_15VF2.mat,1363,841,492,295,30,66,7
Campylobacter_jejuni_subsp_jejuni_LMG_23223.mat,1373,893,470,341,50,82,7
Comamonas_aquatica_DA1877.mat,1290,816,457,295,53,47,6
Mycobacterium_abscessus_3A_0731.mat,1335,843,480,275,110,75,7
Risungbinella_massiliensis_GD1.mat,1197,733,429,243,45,56,6
Bacteroides_ovatus_ERR1204053.mat,1484,631,304,270,33,56,6
Bacillus_cereus_BAG4O_1.mat,2003,1225,737,317,82,166,8
Escherichia_coli_94_0618.mat,3581,1256,750,299,102,199,8
Escherichia_coli_KTE138.mat,3613,1240,727,295,107,208,8
Enterococcus_faecalis_TX0855.mat,1588,984,587,295,39,113,8
Campylobacter_subantarcticus_LMG_24374.mat,996,698,364,299,27,29,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_41_E_09.mat,2333,1240,768,288,94,172,7
Acinetobacter_lwoffii_NIPH_478.mat,1745,1106,679,307,88,129,8
Bifidobacterium_longum_ERR2230158.mat,1091,575,272,252,29,41,5
Escherichia_coli_MP020980_2.mat,3620,1229,720,295,107,204,8
Staphylococcus_epidermidis_NIHLM020.mat,1667,1059,624,309,67,119,7
Staphylococcus_aureus_M0273.mat,1404,727,345,278,47,84,6
Bacillus_cereus_MC118.mat,1969,1168,689,319,88,158,7
Haemophilus_parainfluenzae_215035_2_ISO5.mat,1298,690,371,269,36,48,6
Cutibacterium_acnes_PA_12_1_R1.mat,1143,647,303,283,34,56,5
Lactococcus_lactis_subsp_lactis_KF147.mat,1235,631,307,277,24,41,5
Turicibacter_sanguinis_ERR2221386.mat,973,623,361,238,25,23,5
Aeromonas_hydrophila_116.mat,1613,823,398,313,57,87,6
Enterococcus_sp_GMD5E.mat,993,556,321,202,23,25,4
Campylobacter_jejuni_subsp_jejuni_LMG_9879.mat,1387,919,483,348,55,88,7
Anaerosporobacter_mobilis_DSM_15930.mat,1142,674,399,231,39,32,5
Anaerococcus_hydrogenalis_ACS_025_V_Sch4.mat,1219,816,518,230,47,77,7
Streptococcus_parasanguinis_F0405.mat,1274,785,438,292,26,67,8
Helicobacter_pylori_NQ4216.mat,1229,797,433,306,29,71,7
Escherichia_coli_O113_H21_str_CL_3.mat,3206,882,428,304,77,120,7
Enhydrobacter_aerosaccus_ATCC_27094.mat,1441,880,491,306,106,66,7
Enterococcus_faecium_E1162.mat,1432,889,568,232,35,90,7
Gardnerella_vaginalis_JCP7672.mat,804,463,200,240,17,52,6
Enterococcus_faecalis_ERR1204022.mat,1161,623,321,255,24,40,6
Bacillus_cereus_BAG1X2_1.mat,2036,1239,758,312,80,165,8
Bacillus_cereus_Rock3_29.mat,2016,1245,755,312,80,169,8
Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124.mat,2143,839,525,227,43,97,8
Helicobacter_pylori_908.mat,1262,818,452,329,34,55,7
Brevibacterium_massiliense_5401308.mat,1148,716,403,226,51,80,8
Blautia_nov_ERR2230152.mat,1131,771,426,302,27,43,5
Staphylococcus_aureus_M0055.mat,1408,736,367,265,51,84,6
Veillonella_sp_HPA0037.mat,1119,646,329,281,25,31,5
