model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Escherichia_coli_KTE128.mat,3618,1230,729,298,105,188,8
Blautia_nov_ERR2221260.mat,1074,705,408,254,27,43,5
Streptococcus_mutans_SM4.mat,1370,824,476,291,30,69,8
Oceanobacillus_picturae_strain_S1.mat,1412,814,472,266,44,70,8
Clostridium_papyrosolvens_C7.mat,1046,627,388,198,28,35,5
Enterobacter_cloacae_subsp_dissolvens_SDM.mat,2383,1271,777,296,97,183,8
Eubacterium_sp_14_2.mat,1028,677,387,260,20,36,5
Enterococcus_faecalis_UAA1014.mat,1211,672,332,276,27,54,6
Brachyspira_pilosicoli_WesB.mat,2672,985,613,288,44,88,7
Escherichia_coli_10_0821.mat,3579,1254,748,299,102,194,8
Escherichia_coli_O157_H7_str_EC536.mat,3137,852,442,285,71,94,7
Lachnoanaerobaculum_saburreum_DSM_3986.mat,1072,645,356,239,33,44,6
