model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Escherichia_coli_KTE165.mat,3577,1215,721,291,97,190,8
Enterobacter_asburiae_LF7a.mat,2055,927,490,267,78,144,8
Staphylococcus_sciuri_subsp_sciuri_DSM_20345.mat,1341,777,447,241,57,73,5
Mycobacterium_abscessus_4S_0116_S.mat,1313,812,467,257,108,77,7
Enterococcus_faecalis_ERR2221315.mat,1175,639,337,255,24,40,6
Mobilicoccus_massiliensis_DSM_29065.mat,1248,721,467,170,42,86,6
Cutibacterium_acnes_HL063PA1.mat,2331,954,536,279,55,139,7
Lactobacillus_reuteri_ERR2221204.mat,1107,653,336,267,33,74,6
Enterobacter_nov_ERR2221249.mat,1846,901,536,278,73,67,7
Faecalibacterium_prausnitzii_SL3_3.mat,2047,739,401,268,41,71,7
Staphylococcus_aureus_subsp_aureus_CIG1114.mat,1411,736,348,282,51,86,6
Staphylococcus_aureus_M0035.mat,1396,726,366,261,47,79,6
Escherichia_coli_EC1862.mat,3585,1262,756,299,102,199,8
Escherichia_coli_TW15901.mat,3178,883,441,305,72,111,7
Bifidobacterium_pullorum_DSM_20433.mat,855,436,246,148,21,38,5
Escherichia_coli_P0299438_11.mat,3189,890,440,305,75,117,7
Prevotella_maculosa_DSM_19339_JCM_15638.mat,990,582,312,233,21,31,6
Bacillus_cereus_VD142.mat,2003,1217,730,313,80,167,7
Streptococcus_oralis_SK304.mat,1281,827,495,255,30,87,8
Intestinibacter_nov_ERR2221096.mat,1029,635,388,216,28,28,4
Streptococcus_thermophilus_MN_ZLW_002.mat,1337,1159,464,653,26,83,7
Dorea_formicigenerans_ERR1203975.mat,1150,642,319,283,28,49,4
Ureaplasma_urealyticum_2033.mat,517,384,151,216,4,18,6
Haemophilus_haemolyticus_M21621.mat,1238,721,410,244,23,61,6
Romboutsia_nov_ERR1022465.mat,984,610,396,192,18,17,4
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CVM_76_3618.mat,1883,845,437,283,76,103,6
Escherichia_coli_O55_H7_str_CB9615.mat,3168,871,445,285,72,109,7
Megasphaera_micronuciformis_F0359.mat,1000,613,310,268,29,35,6
Enterococcus_avium_ATCC_14025.mat,1378,823,459,269,38,97,7
Micrococcus_luteus_1058_MLUT.mat,1083,640,283,300,41,51,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SARB17.mat,2331,1237,762,297,97,167,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_607308_19.mat,1882,845,437,283,76,103,6
Enterococcus_faecalis_ERR2221251.mat,1181,645,344,255,26,39,6
Escherichia_coli_UMNF18.mat,3193,873,441,283,76,118,7
Bifidobacterium_adolescentis_ERR1203960.mat,1053,536,254,243,21,31,5
Prevotella_timonensis_4401737.mat,972,661,319,314,19,26,7
Escherichia_coli_0_1288.mat,3624,1238,720,297,111,208,8
Enterococcus_pallens_ATCC_BAA_351.mat,1245,677,376,248,41,46,6
Eubacterium_pyruvativorans_KHPC4.mat,964,691,395,267,16,28,6
Enterococcus_saccharolyticus_30_1.mat,1522,955,626,242,40,96,8
Bifidobacterium_pullorum_LMG_21816.mat,835,457,257,158,21,38,5
Neisseria_sicca_ATCC_29256.mat,1134,692,344,298,43,39,6
Klebsiella_quasipneumoniae_700603.mat,2584,1333,847,274,105,186,8
Lachnospiraceae_nov_ERR1204061.mat,993,659,348,263,25,44,5
Streptococcus_pneumoniae_MNZ41.mat,1081,582,246,279,17,55,5
Aeromonas_veronii_TH0426.mat,1477,804,423,297,49,66,6
Porphyromonadaceae_nov_ERR2221378.mat,940,656,360,265,21,27,6
Lactobacillus_crispatus_FB077_07.mat,1133,723,465,210,32,58,8
Bradyrhizobium_japonicum_E109.mat,1544,929,559,289,111,76,7
Vibrio_parahaemolyticus_FORC_008.mat,1518,773,412,275,64,69,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_629164_26.mat,1879,845,437,285,76,103,6
Rhizobium_leguminosarum_bv_phaseoli_CCGM1.mat,1549,906,493,321,112,72,7
Streptococcus_agalactiae_GB00888.mat,2180,839,471,288,41,95,7
Moraxella_canis_CCUG_8415A_8415T1.mat,1106,689,339,306,36,37,6
Acinetobacter_baumannii_NIPH_146.mat,1581,880,475,295,70,88,7
Acinetobacter_sp_ATCC_27244.mat,1314,757,436,243,52,63,7
Helicobacter_pylori_Hp_P_13.mat,1262,805,440,308,30,73,7
Bradyrhizobium_japonicum_USDA_124.mat,1608,993,547,333,120,104,7
Acinetobacter_calcoaceticus_subsp_anitratus_XM1570.mat,1996,1221,760,307,88,149,8
Actinobacillus_pleuropneumoniae_L20.mat,1503,786,399,293,43,86,7
Lactobacillus_delbrueckii_ZN7a_9.mat,1013,580,262,287,20,29,5
Christensenella_minuta_DSM_22607.mat,989,637,339,258,26,37,5
Streptococcus_equi_subsp_zooepidemicus_BHS5.mat,1773,541,265,237,20,37,5
Acinetobacter_baumannii_OIFC065.mat,1566,860,456,294,72,88,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_629163.mat,2329,1228,758,295,98,159,7
Klebsiella_pneumoniae_subsp_pneumoniae_KpQ3.mat,2632,1343,843,280,112,198,8
Salmonella_enterica_subsp_enterica_serovar_Muenchen_str_08_1125.mat,2364,1256,780,294,98,166,7
Lactobacillus_rapi_DSM_19907_JCM_15042.mat,1127,706,417,251,33,33,6
Turicibacter_sanguinis_ERR1022463.mat,911,552,324,215,18,12,4
Staphylococcus_aureus_subsp_aureus_TW20.mat,1410,731,351,282,51,78,6
Escherichia_coli_KTE194.mat,3585,1219,723,293,99,188,8
Pseudomonas_aeruginosa_ATCC_14886.mat,2247,1318,796,333,123,178,8
Sutterella_wadsworthensis_3_1_45B.mat,1156,799,522,218,33,55,5
Rikenella_microfusus_DSM_15922.mat,1046,674,315,317,25,39,5
Clostridium_sp_BNL1100.mat,1032,628,354,241,24,28,5
Bacillus_cereus_AH676.mat,2008,1222,779,284,78,155,8
Escherichia_coli_KTE121.mat,3607,1242,735,310,101,186,8
Pseudomonas_fragi_B25.mat,1541,871,514,278,63,57,7
Bacteroides_pyogenes_F0041.mat,1110,618,355,221,30,30,6
Escherichia_coli_178900.mat,3588,1228,729,288,92,193,8
Clostridium_stercorarium_subsp_leptospartum_DSM_9219.mat,1006,639,335,263,25,38,5
Corynebacterium_casei_UCMA_3821.mat,1033,649,360,227,44,51,6
Escherichia_coli_9_1649.mat,3585,1231,736,290,97,190,8
Bacillus_licheniformis_ERR2221106.mat,1517,838,468,275,113,82,6
Alistipes_ihumii_AP11.mat,1038,691,343,306,25,36,6
Staphylococcus_aureus_subsp_aureus_65_1322.mat,1380,738,355,284,49,79,5
Salmonella_enterica_subsp_enterica_serovar_Agona_str_64_H_00.mat,2346,1243,764,295,94,172,7
Streptococcus_agalactiae_MRI_Z1_212.mat,2216,850,478,288,45,99,7
Acinetobacter_baumannii_AB_1595_8.mat,1559,861,459,292,70,88,7
Escherichia_coli_DEC5A.mat,3590,1260,750,304,104,194,8
Streptococcus_agalactiae_FSL_S3_023.mat,2208,854,482,290,45,99,7
Streptococcus_parauberis_KCTC_11980BP.mat,1293,831,517,232,35,91,8
Mycobacterium_avium_subsp_paratuberculosis_S397.mat,1787,1234,755,347,139,132,8
Enterococcus_faecium_E1578.mat,1078,591,317,215,23,50,6
Escherichia_coli_O104_H4_str_11_03943.mat,3625,1266,738,297,113,221,8
Escherichia_coli_KTE127.mat,3620,1232,731,298,105,188,8
Streptococcus_agalactiae_GB00904.mat,2186,846,483,289,39,88,7
Ruminococcaceae_nov_ERR2221184.mat,915,602,362,214,17,24,6
Listeria_monocytogenes_EGD_e.mat,1607,983,569,326,102,101,8
Salmonella_enterica_subsp_enterica_serovar_Hartford_str_2012K_0272.mat,2382,1256,783,290,98,171,7
Shigella_sonnei_3233_85.mat,3015,863,446,287,69,106,7
Bacillus_subtilis_QB928.mat,1609,852,469,272,117,89,6
Haemophilus_haemolyticus_M21127.mat,1406,812,529,234,29,45,7
Helicobacter_pylori_UM299.mat,1289,826,458,313,35,73,7
Oligella_urethralis_DNF00040.mat,1175,758,391,314,34,49,6
Bacillus_endophyticus_2102.mat,1747,995,566,284,127,120,8
Escherichia_coli_KTE53.mat,3558,1217,720,290,101,192,8
Escherichia_coli_PA11.mat,3141,865,444,285,70,106,7
Sediminibacterium_salmoneum_NBRC_103935.mat,1071,755,408,303,33,47,6
Brevundimonas_bacteroides_DSM_4726.mat,1295,779,397,312,36,69,7
Lactococcus_garvieae_21881.mat,1310,838,574,198,31,80,8
Streptococcus_pneumoniae_JJA.mat,1104,574,247,269,17,56,5
Staphylococcus_aureus_subsp_aureus_Mu50.mat,1379,728,347,279,49,82,6
Escherichia_coli_KTE90.mat,3621,1240,725,296,107,209,8
Bacillus_cereus_HuA4_10.mat,2073,1221,746,305,84,164,8
Enterococcus_faecalis_Merz204.mat,1249,677,332,274,25,63,6
Streptococcus_mutans_TCI_78.mat,1385,855,492,302,28,73,7
Bifidobacterium_breve_UCC2003_NCIMB8807.mat,1185,574,255,261,35,50,6
Helicobacter_bilis_WiWa.mat,1359,926,558,296,39,76,8
Bacillus_vallismortis_DV1_F_3.mat,1629,930,523,273,125,114,8
Klebsiella_michiganensis_FDAARGOS_66.mat,1849,863,515,258,71,66,7
Staphylococcus_aureus_A8115.mat,1384,727,368,261,49,78,6
Escherichia_coli_B093.mat,3628,1228,726,287,99,198,8
Bifidobacterium_bifidum_ATCC_29521.mat,996,501,231,224,23,40,5
Alistipes_shahii_ERR2221307.mat,962,594,331,222,23,40,6
Enterobacter_cloacae_ERR2221156.mat,1794,839,428,306,64,78,7
Streptococcus_pneumoniae_GA58581.mat,1091,591,256,277,17,56,5
Clostridium_cochlearium_NCTC13027.mat,968,646,404,205,24,29,6
Enterococcus_faecalis_R508.mat,1562,958,565,292,41,112,8
Salmonella_enterica_subsp_enterica_serovar_Agona_str_02_O_05.mat,2340,1241,774,282,90,169,7
Streptococcus_agalactiae_FSL_S3_128.mat,2191,842,471,286,45,97,8
Streptococcus_pneumoniae_GA16531.mat,1083,541,248,240,15,51,5
Acinetobacter_baumannii_6013113.mat,1491,838,440,303,73,70,7
Escherichia_coli_MP021017_6.mat,3603,1249,741,290,97,206,8
Vibrio_fluvialis_560.mat,1740,877,460,296,62,108,7
Streptococcus_mutans_NVAB.mat,1373,838,480,294,30,76,7
Enterococcus_faecium_ERR2221310.mat,1016,557,333,189,26,27,6
Campylobacter_coli_67_8.mat,1298,800,396,348,49,61,6
Erysipelatoclostridium_ramosum_ERR171271.mat,1092,633,347,237,31,43,6
Lactococcus_raffinolactis_4877.mat,1131,685,332,276,36,81,8
Escherichia_coli_KTE42.mat,3595,1229,725,290,94,200,8
Pseudomonas_oleovorans_MOIL14HWK12.mat,1750,908,499,332,66,53,8
Bilophila_sp_4_1_30.mat,1178,764,449,259,34,58,5
Escherichia_coli_99_0816.mat,3583,1262,750,299,102,205,8
Peptoniphilus_harei_ACS_146_V_Sch2b.mat,1016,703,417,243,33,44,8
Escherichia_coli_2788150.mat,3629,1264,735,308,99,202,8
Streptococcus_agalactiae_GB00202.mat,2168,845,483,288,35,89,7
Escherichia_coli_KTE144.mat,3635,1238,745,294,103,186,8
Acinetobacter_junii_CIP_64_5.mat,1729,1050,638,296,78,120,8
Streptococcus_pneumoniae_2070035.mat,1108,607,266,279,17,60,5
Blautia_nov_ERR1022306.mat,1111,664,381,232,31,50,5
Caecibacter_massiliensis_DSM_100188.mat,1119,940,400,516,22,34,6
Bacillus_thermoamylovorans_1A1.mat,1484,868,496,289,103,76,8
Intestinimonas_massiliensis_DSM_100417.mat,1060,947,401,519,16,44,5
Salmonella_enterica_subsp_enterica_serovar_Virchow_str_SL491.mat,2385,1269,775,302,96,176,7
Escherichia_coli_180200.mat,3618,1229,733,292,95,185,8
