model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Streptococcus_agalactiae_MRI_Z1_217.mat,2187,864,483,299,37,95,7
Staphylococcus_aureus_M1450.mat,1392,731,348,279,49,84,6
Selenomonas_sp_F0473.mat,1033,598,294,265,29,36,5
Corynebacterium_aurimucosum_ATCC_700975.mat,1206,691,395,212,38,81,8
Escherichia_coli_BCE001_MS16.mat,3626,1244,727,295,107,210,8
Staphylococcus_aureus_M0210.mat,1393,730,348,278,49,84,6
Bacillus_cereus_IS195.mat,2036,1234,754,316,85,156,8
Lactococcus_garvieae_I113.mat,1307,880,559,258,29,72,8
Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_B182.mat,2371,1237,759,291,100,173,7
Coprobacillus_sp_D7.mat,995,734,449,245,24,41,5
Bacillus_thuringiensis_serovar_huazhongensis_BGSC_4BD1.mat,1545,848,461,258,62,109,6
Salmonella_enterica_subsp_enterica_serovar_Dublin_str_SL1438.mat,2372,1247,764,292,98,179,7
Streptococcus_intermedius_BA1.mat,1240,809,446,298,26,77,8
Helicobacter_pylori_Hp_H_21.mat,1296,833,464,311,33,75,7
Escherichia_coli_S88.mat,3146,832,409,283,74,106,7
Pseudomonas_mendocina_NEB698.mat,1534,915,499,327,115,68,7
Actinomyces_urogenitalis_S6_C4.mat,1074,639,339,250,26,43,6
Acinetobacter_baumannii_MDR_ZJ06.mat,1547,856,449,295,72,90,7
Staphylococcus_aureus_subsp_aureus_21269.mat,1408,742,352,284,53,84,6
Clostridium_fimetarium_DSM_9179.mat,1123,719,396,290,35,28,5
Curvibacter_gracilis_ATCC_BAA_807.mat,1462,898,549,278,62,57,7
Johnsonella_ignava_ATCC_51276.mat,939,641,357,254,22,27,5
Blautia_nov_ERR2230099.mat,1096,762,412,303,31,50,5
Bacillus_simplex_ERR2221243.mat,1550,929,557,276,116,75,7
Serratia_marcescens_LCT_SM213.mat,1791,871,439,310,80,94,7
Barnesiella_intestinihominis_ERR2221140.mat,1100,672,367,267,21,32,6
Myroides_odoratimimus_CCUG_12700.mat,1210,713,389,272,31,49,5
Collinsella_aerofaciens_ERR1022300.mat,935,556,251,272,20,32,4
Bacillus_cereus_ISP3191.mat,2023,1246,752,324,79,171,8
Lactobacillus_plantarum_subsp_plantarum_NC8.mat,1536,937,599,240,48,99,8
Escherichia_coli_KTE43.mat,3583,1226,727,290,103,192,8
Staphylococcus_epidermidis_ERR2221338.mat,1304,729,393,257,49,66,5
Enterococcus_faecalis_TX1341.mat,1567,969,573,295,41,112,8
