model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Listeria_monocytogenes_HCC23.mat,1705,1022,603,313,112,112,8
Staphylococcus_aureus_M0252.mat,1406,729,347,278,47,84,6
Streptococcus_pneumoniae_6901_05.mat,1097,582,258,266,17,56,5
Polynesia_massiliensis_MS3.mat,1123,703,387,269,31,44,5
Prevotella_buccalis_DNF00985.mat,952,603,347,230,17,22,6
Escherichia_coli_99_1805.mat,3585,1252,748,298,102,198,8
Streptococcus_agalactiae_BSU442.mat,2192,842,473,288,43,95,8
Bacillus_thuringiensis_ERR2230164.mat,1464,836,481,256,58,82,6
Anaerostipes_hadrus_ERR2221197.mat,1046,671,393,229,28,46,5
Roseomonas_cervicalis_ATCC_49957.mat,1428,838,517,267,45,41,7
Streptococcus_agalactiae_GB00206.mat,2171,851,489,288,35,89,7
Streptococcus_pneumoniae_GA17971.mat,1092,591,252,277,17,60,5
Gemmiger_formicilis_ERR2221191.mat,1006,680,415,234,20,29,4
Kosakonia_sacchari_SP1.mat,1889,879,476,275,75,100,7
Escherichia_coli_2866750.mat,3625,1240,734,295,99,190,8
Bacillus_cereus_BAG1X1_1.mat,2034,1240,759,312,80,165,8
Enterococcus_faecalis_B1933.mat,1233,661,328,276,23,49,6
Escherichia_coli_STEC_O31.mat,3201,899,439,305,77,127,7
Bacteroides_fragilis_CL07T00C01.mat,2584,1038,645,273,54,127,8
Streptococcus_agalactiae_GD201008_001.mat,2191,851,482,288,43,95,8
Erysipelothrix_rhusiopathiae_SY1027.mat,756,418,244,155,20,13,4
Flavonifractor_plautii_ERR1022312.mat,1071,736,431,262,21,41,5
Cutibacterium_acnes_HL097PA1.mat,2331,951,542,271,58,145,7
Aliivibrio_fischeri_ES114.mat,1387,756,422,268,42,55,6
Lactobacillus_plantarum_JDM1.mat,1269,687,343,276,30,65,7
Escherichia_coli_DEC12D.mat,3575,1242,725,311,95,196,8
Staphylococcus_aureus_subsp_aureus_21343.mat,1407,732,347,283,49,82,6
Staphylococcus_aureus_3957.mat,1408,726,362,258,51,84,6
Ruminococcus_nov_ERR2230055.mat,886,672,365,282,16,22,4
Helicobacter_pylori_Hp_H_5b.mat,1270,817,442,316,36,77,7
