model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Staphylococcus_aureus_subsp_aureus_CM05.mat,1391,732,350,278,49,84,6
Escherichia_coli_EC4436.mat,3582,1258,752,299,102,199,8
Bacillus_velezensis_AS433.mat,1521,835,478,256,112,79,6
Pseudomonas_fluorescens_SS101.mat,1738,899,471,288,82,110,7
Clostridiales_incertae_sedis_nov_ERR1022419.mat,978,893,395,465,24,37,5
Escherichia_coli_KTE29.mat,3622,1248,726,299,111,213,8
Mycoplasma_hyopneumoniae_168.mat,733,438,270,155,8,9,6
Blautia_nov_ERR2221143.mat,1048,660,379,229,31,56,5
Campylobacter_ureolyticus_UMB0112.mat,910,557,255,270,23,25,5
Bacteroides_cellulosilyticus_CL02T12C19.mat,3247,1028,633,286,55,120,8
Alistipes_indistinctus_ERR2221377.mat,1183,822,358,422,25,38,5
Lachnospiraceae_nov_ERR1022289.mat,1031,680,387,260,22,28,4
Mycoplasma_pneumoniae_19294.mat,642,375,183,170,7,21,7
Enterococcus_faecium_UAA909.mat,1080,591,316,216,23,50,6
Acinetobacter_baumannii_ZWS1219.mat,1556,859,457,292,70,88,7
Edwardsiella_tarda_EIB202.mat,3200,1168,713,306,71,150,8
Collinsella_aerofaciens_ERR2230145.mat,931,555,252,270,20,32,4
Escherichia_coli_KTE160.mat,3561,1214,719,290,99,190,8
Bacteroides_salanitronis_DSM_18170.mat,2051,671,394,235,21,38,6
Enterobacter_cloacae_ERR2221194.mat,1765,817,408,304,66,80,7
Edwardsiella_tarda_C07_087.mat,3111,1136,709,297,70,116,7
Staphylococcus_succinus_SNUC_1280.mat,1309,747,419,249,49,68,6
Paeniclostridium_sordellii_AM370.mat,1070,624,391,203,24,24,5
Lactobacillus_johnsonii_ERR2221124.mat,955,565,275,265,17,16,5
Escherichia_coli_ERR2221221.mat,1920,851,409,313,71,108,7
Campylobacter_curvus_525_92.mat,1129,710,316,318,35,61,5
Staphylococcus_epidermidis_NIH05003.mat,1681,1052,620,306,65,119,7
Clostridium_celatum_DSM_1785.mat,2096,772,422,243,43,103,8
Streptococcus_mutans_ATCC_25175.mat,1237,630,311,264,29,58,7
