model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Lactobacillus_paracasei_T71499.mat,1490,883,503,265,46,117,7
Enterococcus_faecalis_UAA905.mat,1244,675,335,279,25,51,6
Streptococcus_sanguinis_SK355.mat,1492,925,574,287,41,78,8
Enterococcus_faecalis_D6.mat,1569,978,597,277,41,115,8
Streptococcus_pneumoniae_GA47597.mat,1098,578,248,272,17,56,5
Enterococcus_faecalis_MMH594.mat,1558,947,569,289,39,100,8
Bacteroides_uniformis_ERR2230143.mat,1305,648,359,246,27,37,5
Helicobacter_pylori_GAM115Ai.mat,1278,895,438,401,31,78,7
Propionibacterium_propionicum_F0230a.mat,1208,706,405,237,29,60,7
Bifidobacterium_breve_MCC_1340.mat,1040,528,255,226,27,39,5
Lachnoclostridium_nov_ERR1203968.mat,957,594,350,209,23,32,5
Streptococcus_agalactiae_GB00548.mat,2196,856,490,290,39,93,7
Megasphaera_massiliensis_NP3.mat,1138,732,410,288,32,26,6
Kallipyga_massiliensis_ph2.mat,886,608,336,248,15,26,7
Streptococcus_mutans_UA159.mat,1368,828,473,294,26,71,6
Myroides_odoratimimus_CIP_101113.mat,1216,726,397,277,35,51,6
Clostridiaceae_nov_ERR1022373.mat,1092,658,428,190,27,39,5
Campylobacter_coli_37_05.mat,1395,912,479,340,57,88,7
Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_41573.mat,2367,1230,762,289,96,165,7
Escherichia_coli_KTE221.mat,3609,1226,720,290,97,202,8
Clostridioides_difficile_CD37.mat,1725,1073,660,286,61,122,8
Acinetobacter_baumannii_Canada_BC1.mat,1556,850,450,288,73,89,7
Mycobacterium_abscessus_5S_0422.mat,1327,822,480,258,106,73,7
Escherichia_coli_2785200.mat,3598,1240,723,306,96,194,8
Propionibacterium_freudenreichii_ERR2221306.mat,1157,687,353,278,31,42,6
Pediococcus_acidilactici_ERR2221294.mat,892,526,291,201,22,29,6
Helicobacter_pylori_GAM119Bi.mat,1304,902,445,401,35,78,7
Staphylococcus_epidermidis_RP62A.mat,1624,1038,603,315,60,114,7
Enterococcus_faecalis_DAPTO_516.mat,1546,938,550,284,39,109,8
Pseudomonas_aeruginosa_PAO1.mat,2155,1224,735,324,115,154,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_642046_4_7.mat,2324,1220,754,290,94,164,7
Bifidobacterium_gallicum_DSM_20093.mat,835,450,272,124,29,58,6
Desulfitobacterium_hafniense_DCB_2.mat,1194,742,491,181,37,67,5
Kandleria_vitulina_DSM_20405.mat,1100,701,382,275,26,47,6
Escherichia_coli_P0298942_12.mat,3205,892,436,304,77,121,7
Lactobacillus_iners_LEAF_3008A_a.mat,953,607,375,194,15,36,8
Streptococcus_infantis_SK970.mat,1124,694,426,232,20,50,8
Lactobacillus_agilis_UMNLA4.mat,968,535,278,221,27,30,6
Actinobacillus_pleuropneumoniae_serovar_2_str_4226.mat,1754,1027,612,301,56,121,8
Salmonella_enterica_subsp_enterica_serovar_Agona_str_69_H_06.mat,2344,1236,766,288,94,170,7
Escherichia_coli_DEC14C.mat,3593,1253,727,315,107,201,8
Escherichia_coli_ERR2221128.mat,1892,822,389,312,69,98,7
Helicobacter_pylori_ELS37.mat,1288,840,458,323,35,75,7
Staphylococcus_aureus_A9781.mat,1400,731,366,261,49,84,6
Helicobacter_pylori_Hp_P_30.mat,1283,841,459,322,35,75,7
Acinetobacter_baumannii_AB_TG2030.mat,1562,861,453,294,66,94,7
Brachyspira_aalborgi_PC4226IV.mat,1091,682,346,306,20,27,4
Salmonella_enterica_subsp_enterica_serovar_Typhi_str_BL196.mat,2329,1254,773,298,90,173,7
Bacillus_atrophaeus_BACI051_N.mat,1943,1185,768,257,141,149,8
Salmonella_enterica_subsp_enterica_serovar_Dublin_str_CT_02021853.mat,2369,1246,765,292,96,177,7
Comamonas_testosteroni_S44.mat,1531,885,523,250,61,91,7
Enterococcus_faecalis_HEF39.mat,1231,689,344,277,25,60,6
Escherichia_coli_PA32.mat,3145,862,441,285,70,106,7
Staphylococcus_aureus_M0493.mat,1392,731,348,279,49,84,6
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_N1543.mat,2396,1271,771,292,104,198,7
Streptococcus_sobrinus_TCI_16.mat,1016,648,334,291,17,22,6
Enterococcus_faecalis_TX0309A.mat,1566,959,580,289,37,101,8
Campylobacter_jejuni_subsp_jejuni_LMG_23269.mat,1336,900,465,361,49,85,7
Bacteroides_fragilis_CL07T12C05.mat,2587,1037,644,273,54,127,8
Shigella_flexneri_VA_6.mat,2926,851,445,276,63,106,7
Enterococcus_faecium_E1552.mat,1066,572,301,215,23,47,6
Prevotella_melaninogenica_D18.mat,1340,835,475,298,33,74,7
Butyricicoccus_nov_ERR2221182.mat,1026,668,391,231,18,40,5
Staphylococcus_aureus_subsp_aureus_21333.mat,1393,737,351,282,51,84,6
Streptococcus_pneumoniae_CGSP14.mat,1101,579,245,276,17,56,5
Exiguobacterium_marinum_ERR2221224.mat,1171,682,388,238,37,42,6
Streptococcus_agalactiae_GB00909.mat,2174,853,482,293,35,93,7
Helicobacter_pylori_Hp_P_15b.mat,1286,855,461,334,35,75,7
Turicibacter_sanguinis_ERR1022323.mat,1256,746,471,217,37,53,5
Microbacterium_oleivorans_NBRC_103075.mat,1306,723,430,217,46,70,8
Bacillus_pumilus_TUAT1.mat,1417,813,452,274,116,72,6
Erysipelotrichaceae_nov_ERR1203963.mat,949,616,330,254,21,29,5
Listeria_monocytogenes_serotype_7_SLCC_2482.mat,1340,730,321,340,89,66,7
Bacteroides_thetaiotaomicron_ERR1022459.mat,1546,642,284,302,27,53,5
Aeromonas_media_ARB13.mat,1483,791,426,294,48,50,6
Escherichia_coli_KTE199.mat,3607,1242,735,310,101,186,8
Ochrobactrum_anthropi_CTS_325.mat,2112,1356,890,318,137,145,8
Escherichia_coli_DEC1D.mat,3538,1206,714,289,91,191,8
Eubacterium_rectale_ATCC_33656.mat,1277,670,315,302,32,50,6
Sarcina_nov_ERR1204023.mat,1067,600,367,200,26,26,4
Bacteroides_fragilis_str_3986_T_B_9.mat,1279,641,309,277,26,53,6
Staphylococcus_aureus_subsp_aureus_21264.mat,1386,728,345,277,51,84,5
Streptococcus_pneumoniae_23F.mat,1073,562,280,224,17,56,5
Enterococcus_faecalis_TX0312.mat,1575,974,580,290,39,115,8
Clostridium_sordellii_ATCC_9714.mat,1241,728,453,218,31,50,7
Escherichia_coli_O26_H11_str_CVM9952.mat,3160,884,437,304,73,115,7
Lachnospiraceae_nov_ERR2221151.mat,1106,680,408,224,31,43,5
Bacteroides_uniformis_dnLKV2.mat,3053,1019,646,281,45,100,7
Helicobacter_cinaedi_CCUG_18818.mat,1180,755,464,223,31,61,6
Bifidobacterium_animalis_subsp_lactis_HN019.mat,1132,651,453,140,31,56,7
Enterococcus_faecium_LCT_EF128.mat,1424,877,555,232,34,90,7
Enterococcus_faecium_TX0133B.mat,1419,896,573,234,35,90,7
Bacteroides_stercoris_CC31F.mat,1612,972,605,276,43,97,7
Pseudomonas_fluorescens_A506.mat,1670,870,456,309,79,76,7
Slackia_piriformis_YIT_12062.mat,962,673,372,247,31,62,8
Escherichia_coli_DEC2E.mat,3541,1235,735,302,89,187,8
Salmonella_enterica_subsp_enterica_serovar_Mbandaka_str_2009K_0807.mat,2357,1232,759,288,98,171,7
Streptococcus_pneumoniae_GA43257.mat,1119,593,266,269,17,56,5
Acinetobacter_pittii_AP_882.mat,1498,845,448,303,73,69,7
Bacillus_mojavensis_RO_H_1.mat,1741,927,444,338,125,118,8
