model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Acinetobacter_baumannii_TCDC_AB0715.mat,1561,867,459,295,73,90,7
Streptococcus_macedonicus_679.mat,932,539,296,208,19,34,6
Streptococcus_pneumoniae_GA07643.mat,1088,585,256,267,17,60,5
Escherichia_coli_O104_H4_str_H112180283.mat,3189,882,439,284,79,132,7
Aggregatibacter_segnis_ATCC_33393.mat,1206,704,411,244,34,42,6
Exiguobacterium_undae_ERR2221363.mat,1231,722,418,243,41,50,5
Streptococcus_pneumoniae_GA07914.mat,1101,574,244,274,19,56,5
Acinetobacter_baumannii_OIFC143.mat,1588,879,474,295,70,88,7
Escherichia_coli_O104_H4_str_01_09591.mat,3555,1231,714,294,113,211,8
Escherichia_coli_DEC10D.mat,3563,1231,721,295,111,200,8
Staphylococcus_aureus_subsp_aureus_VH60.mat,1410,724,343,275,51,84,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648898_4_5.mat,2332,1241,764,290,100,173,7
Staphylococcus_aureus_subsp_aureus_C101.mat,1380,742,355,285,49,82,5
Enterococcus_faecium_E980.mat,1405,868,565,223,36,82,8
Erysipelotrichaceae_nov_ERR2221343.mat,1006,646,372,242,22,29,4
