model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Providencia_rettgeri_DSM_1131.mat,1806,922,569,227,64,115,7
Streptococcus_mutans_NLML1.mat,1364,859,495,309,32,66,8
Lachnospiraceae_nov_ERR1204046.mat,971,658,367,259,20,33,4
Streptococcus_mutans_GS_5.mat,1372,830,491,278,32,70,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_0899.mat,1882,845,437,283,76,103,6
Streptococcus_intermedius_JTH08.mat,1071,580,274,259,16,53,6
Alloprevotella_tannerae_ATCC_51259.mat,941,631,325,280,13,28,6
Bifidobacterium_asteroides_DSM_20089.mat,914,561,281,232,27,40,5
Fusobacterium_nucleatum_CTI_2.mat,1037,574,304,231,19,29,6
Lactobacillus_salivarius_NIAS840.mat,1241,750,452,222,31,84,8
Pantoea_agglomerans_299R.mat,1695,853,493,257,67,72,7
Streptococcus_pneumoniae_GA47562.mat,1106,579,249,274,19,56,5
Enterococcus_faecalis_1448E03.mat,1231,689,344,277,25,60,6
Enterococcus_faecalis_ERV31.mat,1564,953,564,287,41,111,8
Campylobacter_coli_YH501.mat,1057,670,306,319,33,32,5
Enterobacter_hormaechei_YT3.mat,2020,908,467,270,73,149,8
Prevotella_denticola_F0289.mat,1145,675,370,258,32,40,8
Lactobacillus_rhamnosus_ATCC_8530.mat,2318,914,582,239,43,95,8
Bifidobacterium_asteroides_Hma3.mat,919,583,291,243,27,41,5
Helicobacter_pylori_Hp_H_29.mat,1287,823,455,314,33,72,7
Escherichia_coli_EC4100B.mat,3607,1237,736,291,101,200,8
Megamonas_rupellensis_DSM_19944.mat,1218,664,326,280,31,49,5
Clostridium_symbiosum_ATCC_14940.mat,1276,756,450,243,41,59,7
Klebsiella_pneumoniae_subsp_pneumoniae_WGLW2.mat,2542,1288,828,285,103,161,8
Streptococcus_agalactiae_2603V_R.mat,2172,838,477,287,35,89,6
Helicobacter_pylori_Hp_P_4d.mat,1289,830,463,307,35,75,7
Coprococcus_eutactus_ERR1203946.mat,1029,649,350,262,22,30,5
Treponema_denticola_AL_2.mat,1099,627,306,282,27,40,5
Bacillus_pseudomycoides_Rock1_4.mat,1603,862,446,292,118,99,6
Escherichia_coli_3_2303.mat,3576,1234,739,289,94,189,8
Escherichia_coli_O55_H7_str_USDA_5905.mat,3149,862,448,285,72,97,7
Oscillibacter_nov_ERR1022355.mat,948,606,343,231,20,32,4
Streptococcus_cristatus_LRIIBV4.mat,936,516,275,214,17,23,5
Photobacterium_damselae_subsp_damselae_KC_Na_1.mat,1442,775,442,279,40,48,6
Pseudoxanthomonas_mexicana_CCH9_G4.mat,1144,763,421,276,39,60,6
Streptococcus_pneumoniae_PNI0006.mat,1103,588,254,272,17,60,5
Helicobacter_trogontum_50960_7.mat,956,626,295,298,24,31,5
Escherichia_coli_UM146.mat,3150,832,412,283,72,105,7
Acinetobacter_baumannii_Ab44444.mat,1542,852,459,286,68,85,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1444.mat,1881,844,437,283,75,101,6
Desulfitobacterium_hafniense_DP7.mat,1213,762,504,188,37,67,5
Listeria_monocytogenes_4b_F2365.mat,1349,731,322,340,89,66,7
Aeromonas_veronii_B565.mat,1718,832,443,259,66,101,8
Streptococcus_pneumoniae_GA60132.mat,1108,588,254,272,17,60,5
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1010.mat,1885,846,438,285,76,103,6
Bacillus_kwashiorkori_SIT6.mat,1007,609,388,183,85,33,6
Cutibacterium_acnes_HL072PA1.mat,2354,969,543,287,59,143,7
Dietzia_cinnamea_NBRC_102147.mat,1107,749,378,307,44,58,7
Shigella_flexneri_5a_str_M90T.mat,2994,857,444,282,70,110,7
Enterococcus_faecium_E1622.mat,1080,577,309,212,19,50,5
Bacillus_cereus_subsp_cytotoxis_NVH_391_98.mat,1967,1219,729,319,88,162,8
Bacteroides_ovatus_ERR2230063.mat,1563,640,307,276,33,56,5
Prevotella_maculosa_OT_289.mat,997,586,320,233,19,27,6
Clostridium_colicanis_209318.mat,1954,667,411,218,34,35,4
Staphylococcus_aureus_subsp_aureus_21178.mat,1409,730,350,282,51,78,6
Escherichia_coli_P0305260_15.mat,3181,871,423,304,77,113,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CHS44.mat,2336,1239,762,290,100,173,7
Geobacillus_stearothermophilus_ATCC_7953.mat,1383,837,470,279,103,76,7
Bifidobacterium_adolescentis_ERR2230053.mat,1117,575,272,256,25,37,5
Bacteroides_vulgatus_ERR2221254.mat,1317,678,329,290,30,55,6
Paeniclostridium_sordellii_E204.mat,1090,615,394,187,24,26,5
Anaerosalibacter_massiliensis_ND1.mat,1065,672,409,234,20,28,4
Pseudomonas_stutzeri_TS44.mat,1475,838,432,304,65,85,6
Staphylococcus_aureus_M0427.mat,1407,730,348,278,49,84,6
Clostridium_sp_DL_VIII.mat,1297,757,475,244,37,38,5
Sarcina_nov_ERR2230149.mat,1043,591,363,195,26,26,4
Proteus_vulgaris_08MAS1600.mat,1490,788,443,267,55,61,6
Lachnospira_multipara_MC2003.mat,953,630,360,240,16,27,4
Streptococcus_equinus_ATCC_9812.mat,968,622,355,203,21,64,5
Escherichia_coli_KTE192.mat,3573,1224,719,291,103,200,8
Eubacterium_yurii_subsp_margaretiae_ATCC_43715.mat,923,553,294,219,24,35,6
Enterococcus_faecalis_B1843.mat,1233,661,328,276,23,49,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_11_A_05.mat,2345,1245,771,290,94,172,7
Escherichia_coli_H299.mat,3606,1246,734,292,101,203,8
Lachnospiraceae_nov_ERR2230144.mat,991,646,405,209,20,29,4
Bacillus_cereus_B5_2.mat,2008,1204,731,317,82,153,7
Klebsiella_michiganensis_M1.mat,1853,868,522,258,69,64,7
Eggerthella_lenta_A2.mat,1143,807,485,274,37,67,7
Salmonella_enterica_subsp_enterica_serovar_Agona_str_21_H_10.mat,2356,1246,773,289,94,172,7
Streptococcus_agalactiae_CCUG_37737.mat,2188,850,484,290,39,93,7
Lachnoclostridium_nov_ERR171281.mat,1411,800,471,225,57,90,5
Acinetobacter_baumannii_NIPH_70.mat,1552,847,449,289,69,86,7
Borkfalkia_ceftriaxoniphila_HDS1380.mat,896,556,267,260,16,28,5
Salmonella_enterica_subsp_enterica_serovar_Agona_str_40_E_08.mat,2348,1247,767,296,94,172,7
Escherichia_coli_ATCC_8739.mat,3619,1241,728,311,101,189,8
Streptococcus_pneumoniae_EU_NP04.mat,1100,592,265,269,17,56,5
Bacillus_megaterium_DSM319.mat,1727,906,522,259,125,96,8
Klebsiella_pneumoniae_subsp_pneumoniae_12_3578.mat,2617,1334,825,284,108,199,8
Enterococcus_faecalis_WH257.mat,1248,679,339,276,25,56,6
Acinetobacter_baumannii_AB_TG27335.mat,1558,861,459,292,70,88,7
Escherichia_coli_E24377A.mat,3624,1238,724,294,107,214,8
Erysipelotrichaceae_bacterium_5_2_54FAA.mat,927,658,382,217,28,61,4
Butyricicoccus_pullicaecorum_1_2.mat,1160,782,433,266,23,87,7
Acinetobacter_baumannii_NIPH_67.mat,1579,880,467,295,72,96,7
Lactobacillus_dextrinicus_DSM_20335.mat,838,495,247,225,21,17,5
Lachnospiraceae_nov_ERR2221369.mat,976,640,354,251,30,33,5
Escherichia_coli_3_3884.mat,3615,1237,728,291,99,197,8
Bacteroides_uniformis_ERR1022271.mat,1354,686,387,253,27,37,6
Lachnospiraceae_nov_ERR1022353.mat,1146,699,402,251,38,49,5
Paeniclostridium_sordellii_CBA7122.mat,1076,627,389,206,24,26,5
Escherichia_coli_TA124.mat,3194,863,440,283,73,108,7
Bifidobacterium_longum_subsp_longum_2_2B.mat,1391,791,512,201,37,77,7
Eubacterium_eligens_ATCC_27750.mat,1904,775,440,279,38,57,8
Moraxella_catarrhalis_7169.mat,1426,1043,609,343,56,92,8
Roseomonas_mucosa_ATCC_BAA_692.mat,1672,963,621,264,110,73,8
Staphylococcus_aureus_M1224.mat,1405,729,346,279,47,84,6
Staphylococcus_epidermidis_NIHLM049.mat,1687,1061,625,306,69,121,7
Enterococcus_faecalis_ERR2221203.mat,1176,640,342,255,26,36,6
Yersinia_pseudotuberculosis_IP_31758.mat,2151,1173,724,291,82,144,8
Lactobacillus_paracasei_subsp_paracasei_Lpp225.mat,1453,868,532,238,46,97,7
Streptococcus_mutans_66_2A.mat,1345,817,471,294,30,61,7
Bacteroides_stercoris_ATCC_43183.mat,1286,737,455,216,34,64,6
Lachnospiraceae_nov_ERR171267.mat,1165,723,424,249,33,49,5
Lactobacillus_equicursoris_66c.mat,924,590,323,249,16,15,5
Sarcina_nov_ERR2221152.mat,1149,668,436,190,33,39,6
