model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Acinetobacter_baumannii_IS_251.mat,1561,849,453,285,72,89,7
Clostridium_botulinum_C_str_Eklund.mat,1402,890,538,282,46,82,8
Staphylococcus_aureus_M0200.mat,1409,733,348,279,51,84,6
Bacillus_cereus_Rock1_15.mat,2000,1231,751,321,82,154,8
Staphylococcus_aureus_subsp_aureus_CIGC93.mat,1406,735,351,282,49,82,6
Bacillus_subtilis_subsp_spizizenii_DV1_B_1.mat,1606,865,450,277,123,112,5
Cutibacterium_acnes_HL013PA2.mat,2348,960,547,274,59,143,7
Dermacoccus_nishinomiyaensis_DSM_20448.mat,1290,743,456,223,48,57,8
Streptococcus_nov_ERR2221358.mat,913,496,268,202,19,21,6
Escherichia_coli_55989.mat,3632,1264,731,297,113,228,8
Lactobacillus_panis_DSM_6035.mat,997,656,387,230,33,36,5
Staphylococcus_aureus_subsp_aureus_VCU006.mat,1405,738,359,278,51,81,6
Streptococcus_pneumoniae_SV35.mat,1109,591,256,279,15,56,5
Vibrio_parahaemolyticus_10329.mat,1529,771,412,282,64,62,6
Enterococcus_faecium_E1007.mat,1074,591,319,213,23,50,6
Salmonella_enterica_subsp_enterica_serovar_Tennessee_str_CDC07_0191.mat,1913,860,448,282,74,110,6
Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.mat,933,491,241,200,26,43,6
Helicobacter_pylori_GAM120Ai.mat,1302,845,467,320,37,78,7
Fenollaria_timonensis_GD5.mat,831,521,253,254,6,16,4
Dorea_longicatena_ERR2230069.mat,1069,645,375,229,28,39,5
Pseudomonas_aeruginosa_PA7.mat,2368,1376,869,316,113,183,8
Leuconostoc_pseudomesenteroides_ERR2221296.mat,1008,578,303,246,26,28,5
Enterococcus_faecium_UAA1007.mat,1087,595,320,216,23,50,6
Streptococcus_agalactiae_STIR_CD_17.mat,1883,598,279,263,24,54,5
Salmonella_enterica_subsp_enterica_serovar_Saintpaul_str_SARA23.mat,2382,1249,772,293,94,174,7
Pseudomonas_aeruginosa_39016.mat,2293,1298,791,322,123,169,8
Mycobacterium_abscessus_5S_1212.mat,1325,820,478,258,106,73,7
Streptococcus_pneumoniae_EU_NP01.mat,1102,584,257,265,17,60,5
Enterococcus_faecalis_TX4000.mat,1594,984,583,289,41,119,8
Staphylococcus_aureus_PPUKM_332_2009.mat,1385,724,348,280,49,78,6
Escherichia_coli_P0302308_5.mat,3182,882,427,305,77,120,7
Streptococcus_pneumoniae_gamPNI0373.mat,1078,556,271,223,19,62,5
Bacteroides_graminisolvens_DSM_19988.mat,1350,699,378,265,34,51,7
Streptococcus_agalactiae_CCUG_44074.mat,2208,847,474,290,47,99,8
Escherichia_coli_F11.mat,3485,1203,699,314,99,173,8
Streptococcus_pneumoniae_GA19923.mat,1097,539,256,223,17,56,5
Campylobacter_jejuni_subsp_jejuni_1854.mat,1374,904,470,353,51,89,7
Streptococcus_agalactiae_ILRI005.mat,2189,833,473,276,49,94,8
Escherichia_coli_H263.mat,3557,1225,729,290,100,192,8
Faecalibacterium_cf_prausnitzii_KLE1255.mat,1886,691,413,205,40,77,5
Corynebacterium_matruchotii_NCTC10254.mat,954,612,319,245,29,38,5
Acinetobacter_junii_CIP_107470.mat,1711,1032,642,265,78,116,8
Atopobium_minutum_10063974.mat,892,603,313,243,26,49,7
Bifidobacterium_longum_infantis_ATCC_15697.mat,1032,479,306,129,33,44,6
Olegusella_massiliensis_DSM_101849.mat,781,475,275,171,18,27,5
Enterococcus_faecalis_B2687.mat,1233,661,328,276,23,49,6
Fusobacterium_necrophorum_D12.mat,1151,737,493,199,30,42,6
Escherichia_coli_O104_H4_str_Ec12_0465.mat,3623,1268,740,297,113,221,8
Campylobacter_jejuni_subsp_jejuni_6399.mat,1384,922,485,352,55,88,7
Dorea_longicatena_ERR1203969.mat,1091,636,368,227,28,39,5
Corynebacterium_matruchotii_ATCC_33806.mat,970,636,327,260,31,39,5
Oxalobacter_formigenes_OXCC13.mat,1024,721,414,245,33,59,6
Proteus_mirabilis_WGLW6.mat,1984,1139,724,275,83,139,8
Campylobacter_fetus_subsp_fetus_006A_0073.mat,995,654,304,309,28,32,6
Helicobacter_pylori_Hp_P_1.mat,1301,851,471,320,35,75,7
Odoribacter_splanchnicus_ERR1203973.mat,1124,575,295,231,25,39,5
Eubacterium_rectale_ERR1204052.mat,1143,637,335,254,27,47,5
Ruminococcus_bicirculans_ERR1022350.mat,952,612,322,267,16,24,5
Rubrobacter_aplysinae_RV113.mat,1179,730,411,244,50,70,5
Selenomonas_bovis_8_14_1.mat,1104,649,349,255,27,38,6
Staphylococcus_epidermidis_NIH051668.mat,1679,1050,618,306,65,119,7
Bacteroides_sartorii_dnLKV3.mat,1212,672,386,234,26,41,6
Lactococcus_lactis_subsp_cremoris_A76.mat,1130,656,330,290,27,29,5
Salmonella_enterica_subsp_enterica_serovar_Choleraesuis_str.mat,2373,1247,767,287,100,181,7
Streptococcus_sanguinis_ATCC_29667.mat,1492,924,563,295,37,81,8
Escherichia_coli_MS_196_1.mat,3606,1254,745,293,98,204,8
Anaerococcus_vaginalis_ATCC_51170.mat,1026,641,385,211,21,39,7
Lachnospiraceae_nov_ERR1204066.mat,935,625,378,213,22,28,4
Escherichia_coli_FRIK523.mat,3584,1259,753,299,102,199,8
Klebsiella_pneumoniae_subsp_pneumoniae_Ecl8.mat,2610,1321,821,283,105,197,8
Eubacterium_rectale_ERR1203958.mat,1143,637,335,254,27,47,5
Escherichia_coli_DEC6B.mat,3538,1210,738,284,94,169,8
Staphylococcus_aureus_M0584.mat,1402,726,349,279,49,78,6
Bacillus_cereus_BDRD_ST24.mat,1980,1222,741,315,82,160,8
Escherichia_coli_E101.mat,3595,1231,724,296,97,196,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_642044_8_1.mat,2334,1235,763,292,98,171,7
Paeniclostridium_sordellii_JGS6956.mat,1076,608,386,190,24,24,5
Eubacterium_hallii_L2_7.mat,1088,765,426,283,25,57,7
Bacillus_subtilis_subsp_subtilis_str_JH642.mat,1636,859,474,266,117,91,6
Acinetobacter_baumannii_Canada_BC_5.mat,1559,847,450,285,73,89,7
Salmonella_enterica_subsp_enterica_serovar_Agona_str_60_O_08.mat,2347,1239,766,289,94,172,7
Bacillus_cereus_LCT_BC244.mat,2020,1229,745,321,84,156,8
Clostridium_culturomicsense_CL_6.mat,1088,720,427,259,19,35,5
Eubacterium_brachy_ATCC_33089.mat,898,618,337,256,21,24,7
Klebsiella_pneumoniae_VAKPC269.mat,2581,1309,821,284,110,181,8
Staphylococcus_capitis_CR0101.mat,1381,812,410,305,51,87,7
Escherichia_coli_KTE21.mat,3617,1254,738,308,95,195,8
Acinetobacter_baumannii_WC_A_92.mat,1547,864,465,289,72,88,7
Sarcina_nov_ERR2221248.mat,1041,586,358,195,26,26,4
Escherichia_coli_UMN026.mat,3212,863,435,289,79,106,7
Enterococcus_faecalis_B2593.mat,1233,661,328,276,23,49,6
Helicobacter_pylori_HLJHP253.mat,1304,839,463,315,37,78,7
Corynebacterium_amycolatum_SK46.mat,1182,713,388,244,40,79,8
Eggerthella_lenta_Valencia.mat,1150,808,492,268,37,67,7
Acinetobacter_baumannii_NIPH_329.mat,1577,867,462,294,71,88,7
Anaerofustis_stercorihominis_DSM_17244.mat,963,641,351,250,30,37,6
Aliivibrio_salmonicida_LFI1238.mat,1388,725,403,260,48,51,6
Prevotella_corporis_MJR7716.mat,922,560,313,217,17,26,6
Lactobacillus_paracasei_32G.mat,2245,937,530,305,42,110,7
Staphylococcus_aureus_M1322.mat,1407,730,348,278,49,84,6
Staphylococcus_aureus_subsp_aureus_21272.mat,1384,727,349,280,49,78,6
Escherichia_coli_DEC12B.mat,3571,1231,717,313,95,191,8
Dechlorosoma_suillum_PS.mat,1183,765,434,282,37,47,6
Staphylococcus_aureus_M1216.mat,1410,731,354,278,49,79,6
Lactobacillus_iners_SPIN_1401G.mat,944,612,378,196,15,36,8
Enterococcus_gallinarum_ERR2221347.mat,1121,636,395,192,28,46,6
Shigella_sonnei_4822_66.mat,2978,861,451,282,67,106,7
Eubacterium_oxidoreducens_DSM_3217.mat,1032,632,361,235,21,33,6
Catabacter_hongkongensis_HKU16.mat,968,688,390,265,25,25,5
Cutibacterium_acnes_PA_21_1_L1.mat,1151,649,305,283,34,56,5
Citrobacter_sp_L17.mat,1861,886,476,308,72,80,7
Staphylococcus_epidermidis_VCU118.mat,1665,1043,607,304,69,121,7
Flavonifractor_plautii_YL31.mat,1075,693,421,231,18,39,4
Streptococcus_mutans_SF14.mat,1322,788,429,305,24,58,6
Blautia_producta_DSM_2950.mat,1201,684,389,242,37,54,6
Bifidobacterium_pseudocatenulatum_ERR1022356.mat,995,529,243,244,21,34,5
Enterococcus_faecalis_ERR2230123.mat,1132,603,302,256,26,39,6
Listeria_monocytogenes_ATCC_19117.mat,1739,1059,624,317,118,120,8
Enterococcus_durans_FB129_CNAB_4.mat,1064,594,319,216,23,50,6
Robinsoniella_peoriensis_WT.mat,1181,700,395,247,33,51,5
Variovorax_paradoxus_NBRC_15149.mat,1609,917,486,340,121,74,7
Actinobacillus_pleuropneumoniae_serovar_13_str_N273.mat,1754,1022,607,300,56,125,8
Listeria_monocytogenes_08_5923.mat,1718,1062,641,303,112,123,8
Staphylococcus_aureus_M0288.mat,1409,733,348,279,51,84,6
Enterococcus_faecalis_V587.mat,1236,656,325,274,23,47,6
Escherichia_coli_P0302308_1.mat,3175,878,425,305,75,120,7
Enterobacter_roggenkampii_35734.mat,1754,826,457,287,65,58,7
Streptococcus_pneumoniae_2061376.mat,1116,578,258,262,17,56,5
Clostridium_sp_7_2_43FAA.mat,2002,703,484,132,53,91,4
Streptococcus_agalactiae_str_Gottschalk_2864.mat,2213,851,479,290,45,99,7
Natranaerovirga_pectinivora_DSM_24629.mat,1041,688,394,262,28,30,6
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19447.mat,2355,1243,765,296,98,166,7
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_C_strain.mat,2351,1243,764,293,92,178,7
Bacillus_cereus_VDM006.mat,1961,1167,676,311,84,169,7
Paeniclostridium_sordellii_R32668.mat,1084,617,393,190,24,26,5
Enterococcus_faecalis_B2802.mat,1233,661,328,276,23,49,6
