model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Staphylococcus_aureus_M0719.mat,1409,732,348,278,51,84,6
Staphylococcus_aureus_M0367.mat,1392,730,348,278,49,84,6
Prevotella_oris_DSM_18711_JCM_12252.mat,986,590,344,213,21,27,6
Helicobacter_hepaticus_ATCC_51449.mat,1001,631,298,295,29,32,5
Bacteroides_uniformis_ERR2230119.mat,1303,650,361,246,27,37,5
Mucispirillum_schaedleri_ASF457.mat,1045,682,356,287,21,37,5
Streptococcus_agalactiae_str_Gottschalk_31825.mat,2209,848,475,290,47,99,8
Streptococcus_pneumoniae_NP127.mat,1104,580,254,268,17,56,5
Alistipes_onderdonkii_ERR2230093.mat,1017,638,374,225,21,38,6
Bifidobacterium_longum_longum_JCM_1217.mat,1931,596,299,225,37,62,6
Capnocytophaga_ochracea_DSM_7271.mat,1123,657,341,281,23,33,7
uncultured_Clostridium_sp_ERR1022385.mat,1065,914,415,460,27,50,5
Helicobacter_pylori_Hp_A_11.mat,1255,833,453,330,33,70,7
Enterococcus_faecium_UAA714.mat,1061,574,304,212,21,51,6
Mycobacterium_abscessus_3A_0930_S.mat,1335,843,480,275,110,75,7
Streptococcus_agalactiae_MRI_Z1_198.mat,2171,849,486,289,35,89,7
Enterococcus_faecalis_Com_2.mat,1239,679,332,277,25,62,6
Streptococcus_agalactiae_SS1014.mat,2191,836,467,283,43,101,7
Bifidobacterium_adolescentis_ERR1022283.mat,1046,535,249,247,21,31,5
Escherichia_coli_O157_H7_str_FRIK2000.mat,3145,862,441,285,70,106,7
Lactococcus_garvieae_Lg2.mat,1252,825,525,236,27,73,8
Bacillus_atrophaeus_1013_2.mat,1947,1206,776,268,144,149,8
Streptococcus_agalactiae_GB00679.mat,2189,854,488,290,39,93,7
Helicobacter_pylori_GAM105Ai.mat,1307,909,456,394,35,75,7
Escherichia_coli_KTE219.mat,3556,1233,716,308,101,198,8
Staphylococcus_aureus_subsp_aureus_LGA251.mat,1430,740,352,285,50,82,6
Dielma_fastidiosa_JC13.mat,902,609,289,285,27,31,5
Streptococcus_mitis_SK569.mat,1225,805,491,244,29,79,8
Pseudomonas_monteilii_NBRC_103158.mat,1790,964,548,299,83,91,8
Staphylococcus_xylosus_ERR2221122.mat,1356,766,377,298,53,82,6
Stenotrophomonas_maltophilia_Ab55555.mat,1830,1158,732,290,75,136,8
Cutibacterium_acnes_HL056PA1.mat,2341,940,536,273,55,135,7
Pseudomonas_aeruginosa_LCT_PA102.mat,2229,1315,802,323,124,181,8
Escherichia_coli_KTE185.mat,3563,1220,716,292,99,200,8
