model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Sarcina_nov_ERR1203929.mat,1062,602,369,200,26,26,4
Proteus_mirabilis_ATCC_29906.mat,1752,854,445,275,68,117,7
Coprococcus_comes_ERR1204042.mat,1124,638,357,245,28,35,5
Bifidobacterium_ruminantium_DSM_6489.mat,1081,587,295,243,27,41,7
Streptococcus_agalactiae_GB00279.mat,2196,858,492,290,39,93,7
Bacteroides_vulgatus_ERR1204045.mat,1316,670,321,290,30,55,6
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH16.mat,2595,1315,826,279,111,188,8
Streptococcus_pneumoniae_4027_06.mat,1097,582,258,266,17,56,5
Escherichia_coli_JB1_95.mat,3614,1240,731,296,107,202,8
Fructobacillus_tropaeoli_F214_1.mat,802,558,310,227,20,18,5
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm10.mat,2375,1245,773,291,94,169,7
Lactobacillus_intestinalis_ERR2221123.mat,807,456,235,197,19,14,5
Klebsiella_pneumoniae_UHKPC40.mat,2608,1319,831,279,112,186,8
Escherichia_coli_KTE87.mat,3564,1217,722,290,99,190,8
Escherichia_coli_TW10722.mat,3204,904,462,301,75,113,7
Escherichia_coli_O111_H11_str_CVM9534.mat,3171,854,421,286,73,120,7
Escherichia_coli_DEC4D.mat,3505,1234,725,316,101,184,8
Enterococcus_faecium_UAA950.mat,1077,588,313,216,23,50,6
Streptococcus_agalactiae_CCUG_24810.mat,2188,851,484,291,39,93,7
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH22.mat,2605,1317,828,279,111,188,8
Enterococcus_raffinosus_ATCC_49464.mat,1201,697,385,265,35,42,6
Lactobacillus_sanfranciscensis_TMW_1_1304.mat,753,482,229,231,14,15,4
Lactobacillus_oligofermentans_DSM_15707_LMG_22743.mat,979,558,356,169,29,29,5
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1882.mat,1888,846,438,283,76,103,6
Escherichia_coli_180050.mat,3600,1251,731,308,99,190,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648901_16_16.mat,2306,1215,753,288,98,163,7
Mycobacterium_tuberculosis_H37Rv.mat,1199,732,360,306,45,56,5
Catonella_morbi_ATCC_51271.mat,1020,601,331,229,31,35,5
Clostridioides_difficile_ERR2221219.mat,1232,658,365,254,35,31,5
Escherichia_coli_BW2952.mat,3547,1209,717,291,96,189,8
Streptococcus_mutans_G123.mat,1375,828,479,296,30,65,7
Staphylococcus_aureus_ST228_16035.mat,1382,747,379,268,47,82,6
Akkermansia_sp_KLE1798.mat,1056,656,363,254,28,37,5
Streptococcus_pneumoniae_BS457.mat,1091,592,253,281,17,56,5
Enterococcus_faecium_VAN_219.mat,1077,580,314,210,23,47,6
Escherichia_coli_KTE220.mat,3563,1216,721,290,99,190,8
Vibrio_campbellii_ATCC_BAA_1116.mat,1499,791,425,292,56,57,6
Streptococcus_mutans_DSM_20523.mat,1389,843,485,294,30,76,7
Sutterella_wadsworthensis_ERR1204055.mat,1128,776,435,308,29,25,5
Listeria_monocytogenes_SLCC_2378.mat,1350,732,323,340,89,66,7
Staphylococcus_aureus_LVP2.mat,1408,723,359,258,51,84,6
Bacteroides_acidifaciens_ERR2221208.mat,1024,660,328,280,27,44,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_58_6482.mat,1878,847,434,281,76,109,6
Enterococcus_faecalis_B1921.mat,1231,670,324,276,25,62,6
Paeniclostridium_sordellii_R32977.mat,1083,636,399,205,24,26,5
Shigella_flexneri_2a_str_301.mat,2939,884,484,275,61,102,7
Bacteroides_caccae_CL03T12C61.mat,2728,1036,638,296,50,115,8
Bacillus_amyloliquefaciens_DSM7.mat,1690,901,504,260,120,114,8
Lachnospiraceae_nov_ERR1022277.mat,974,658,357,267,24,32,4
Escherichia_coli_KTE134.mat,3604,1222,725,298,105,184,8
Escherichia_coli_KTE49.mat,3583,1218,725,290,95,188,8
Staphylococcus_aureus_M1016.mat,1392,730,348,278,49,84,6
Hafnia_alvei_FB1.mat,1679,851,485,277,65,67,7
Bacteroides_fragilis_ERR2221134.mat,1315,679,340,282,28,53,6
Enterobacter_asburiae_L1.mat,1764,855,464,286,68,75,7
Streptococcus_pneumoniae_INV200.mat,1098,579,246,277,17,54,5
Shigella_flexneri_K_304.mat,2939,865,463,287,66,94,7
Streptococcus_agalactiae_GB00963.mat,2180,856,489,290,37,93,8
Escherichia_coli_CFT073.mat,3560,1216,739,259,101,201,8
Anaerococcus_rubeinfantis_DSM_101186.mat,813,784,289,483,18,50,4
Bacteroidetes_bacterium_oral_taxon_272_str_F0290.mat,951,581,334,217,19,24,6
Bacteroides_dorei_ERR2230082.mat,1142,652,350,250,32,43,5
Enterobacter_ludwigii_UW5.mat,1816,859,470,289,120,70,7
Acinetobacter_guillouiae_KCTC_23200.mat,1366,816,405,327,71,56,7
Escherichia_coli_2866350.mat,3637,1273,743,313,109,206,8
Afipia_birgiae_34632.mat,1513,954,511,336,67,98,8
Clostridiales_bacterium_mt11.mat,943,876,387,475,22,22,4
Prevotella_denticola_DSM20614.mat,1034,660,343,286,21,27,7
Streptococcus_parasanguinis_ERR2221175.mat,988,523,250,241,19,29,5
Salmonella_enterica_subsp_enterica_serovar_Agona_str_33_A_05.mat,2350,1239,765,290,94,172,7
Bacillus_subtilis_subsp_spizizenii_TU_B_10.mat,1589,847,462,272,117,91,6
Lactobacillus_ingluviei_str_Autruche_4.mat,1037,606,343,235,33,25,6
Paenibacillus_rubinfantis_DSM_101191.mat,1250,760,506,180,49,66,7
Escherichia_coli_KTE195.mat,3559,1241,724,311,103,189,8
Enterococcus_faecalis_SF339.mat,1240,670,330,276,25,56,6
Bacillus_megaterium_WSH_002.mat,1634,872,484,241,129,118,6
Staphylococcus_epidermidis_NIHLM021.mat,1665,1071,629,309,69,128,7
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_19470.mat,2384,1254,771,290,98,179,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_0968.mat,1884,845,437,283,76,103,6
Alistipes_sp_cv1_ERR1022444.mat,1310,773,442,260,33,66,5
Staphylococcus_aureus_M0646.mat,1402,724,346,278,47,80,6
Enterococcus_asini_ATCC_700915.mat,1198,730,412,255,26,63,7
Lachnospiraceae_nov_ERR2221344.mat,1098,693,390,261,31,37,5
Campylobacter_coli_Z156.mat,1393,916,486,341,55,84,7
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.mat,996,552,240,290,22,18,5
Streptococcus_pneumoniae_GA47283.mat,1072,549,255,237,14,56,4
Porphyromonadaceae_nov_ERR2221365.mat,1046,707,379,281,25,37,6
Helicobacter_pylori_Hp_A_14.mat,1261,835,456,323,35,72,7
Clostridiaceae_nov_ERR2221328.mat,1057,612,385,194,26,26,4
Faecalibacterium_prausnitzii_ERR2221188.mat,1046,597,323,243,17,29,5
Cutibacterium_acnes_HL082PA2.mat,2348,951,545,268,58,147,7
Pseudomonas_sp_HPB0071.mat,1550,929,581,249,60,78,7
Streptococcus_mutans_AC4446.mat,1361,825,469,301,30,67,7
Alkaliphilus_transvaalensis_ATCC_700919.mat,1058,708,432,255,19,19,6
Weissella_ceti_NC36.mat,822,519,281,216,15,15,4
Escherichia_coli_P0304777_2.mat,3212,865,437,283,79,113,7
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_SL1344.mat,2374,1239,765,291,96,171,7
Anaerotruncus_nov_ERR2221396.mat,1011,661,375,246,33,42,6
Finegoldia_magna_BVS033A4.mat,871,596,314,246,19,36,6
Paenibacillus_barengoltzii_G22.mat,1509,895,487,314,65,83,8
Staphylococcus_aureus_subsp_aureus_091751.mat,1386,725,349,278,49,78,6
Streptococcus_parasanguinis_ERR2221190.mat,997,517,253,230,21,31,6
Helicobacter_pylori_SouthAfrica7.mat,1294,834,463,311,37,75,7
Eggerthella_lenta_MR1n12.mat,1128,796,478,270,33,63,7
Streptococcus_mutans_NLML8.mat,1391,848,489,293,30,76,8
Desulfovibrio_piger_ATCC_29098.mat,1118,758,408,286,25,65,6
Paenibacillus_tuaregi_DSM_102801.mat,1226,742,478,191,47,62,7
Escherichia_coli_P0305260_9.mat,3182,878,424,304,77,120,7
Bacteroides_xylanisolvens_ERR1022297.mat,1453,694,335,288,37,67,5
Fusobacterium_nucleatum_subsp_vincentii_ATCC_49256.mat,1085,622,318,266,23,29,5
Clostridium_sp_Marseille_P2538.mat,1052,927,432,456,38,56,5
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_640631.mat,2332,1235,767,290,98,164,7
Ruminococcus_bicirculans_80_3.mat,973,602,313,270,16,15,4
Campylobacter_jejuni_subsp_jejuni_D2600.mat,1391,942,503,354,53,88,7
Escherichia_coli_99_0672.mat,3580,1259,753,299,102,199,8
Acinetobacter_baumannii_MSP4_16.mat,1566,863,460,292,71,88,7
Blautia_nov_ERR1022426.mat,1077,662,362,250,27,52,5
Lachnospiraceae_nov_ERR2230056.mat,1001,661,350,277,24,33,4
Coprococcus_nov_ERR1022278.mat,971,649,377,236,26,30,4
Streptococcus_agalactiae_BSU253.mat,2198,844,471,290,45,97,8
Enterococcus_faecium_ERR2221216.mat,1009,564,343,186,28,27,6
Streptococcus_pneumoniae_MNZ11b.mat,1099,584,250,272,17,60,5
Escherichia_coli_MP021017_5.mat,3598,1248,745,283,95,202,8
Blautia_torques_ERR1022304.mat,1047,591,301,245,29,48,5
Clostridium_difficile_R20291.mat,1404,734,351,304,47,67,5
Veillonella_sp_oral_taxon_780_str_F0422.mat,977,526,251,242,23,30,5
Salmonella_enterica_subsp_enterica_serovar_Weltevreden_str_2007_60_3289_1.mat,1929,862,443,284,80,113,6
Streptococcus_agalactiae_FSL_S3_608.mat,1939,584,264,267,33,51,5
Acinetobacter_baumannii_AA_014.mat,1561,857,455,292,72,88,7
Campylobacter_jejuni_subsp_jejuni_PT14.mat,1389,904,484,337,53,86,7
Lachnospiraceae_nov_ERR1022478.mat,979,676,377,264,23,38,5
Escherichia_coli_MS_116_1.mat,3566,1199,714,290,94,181,8
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_366867.mat,3499,1243,768,289,96,172,7
Staphylococcus_aureus_M1170.mat,1392,730,348,278,49,84,6
Enterococcus_faecium_C68.mat,1421,882,562,230,34,88,7
Coprococcus_comes_ERR1022290.mat,1122,639,356,245,28,37,5
Lactobacillus_pontis_UMB0683_21837_8_53_1.mat,944,646,373,240,25,28,6
Bacillus_cereus_BMG1_7.mat,2030,1244,744,320,84,177,8
Escherichia_coli_Jurua_20_10.mat,3605,1250,728,309,95,199,8
