model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Leptotrichia_hofstadii_F0254.mat,1068,632,341,269,23,21,5
Streptococcus_pneumoniae_459_5.mat,1106,582,256,268,17,56,5
Staphylococcus_aureus_subsp_aureus_CIG547.mat,1413,738,352,284,49,82,6
Staphylococcus_aureus_subsp_aureus_USA300_FPR3757.mat,1514,803,404,284,54,98,8
Staphylococcus_aureus_M0770.mat,1407,730,348,278,49,84,6
Blautia_wexlerae_ERR1022296.mat,1068,682,379,254,29,50,5
Haemophilus_parainfluenzae_HK2019.mat,1667,982,571,310,45,111,7
Streptococcus_oralis_SK1074.mat,1283,828,494,257,32,89,8
Escherichia_coli_STEC_B2F1.mat,3200,870,438,283,75,119,7
Enterococcus_faecium_HM1071.mat,1081,592,318,215,23,50,6
Raoultella_ornithinolytica_B6.mat,1937,887,518,267,127,74,7
Campylobacter_jejuni_subsp_jejuni_260_94.mat,1290,871,453,373,47,53,7
Lachnospiraceae_nov_ERR1022341.mat,979,666,352,280,22,33,4
Corynebacterium_ihumii_GD7.mat,990,574,283,243,39,40,5
Shigella_flexneri_4343_70.mat,2880,843,455,280,62,86,7
Bacillus_atrophaeus_ATCC_49822_1.mat,1701,900,483,274,123,118,8
Leuconostoc_citreum_1300_LCIT_132_3537_30873.mat,920,543,312,209,18,19,5
Bacillus_cereus_Rock3_28.mat,1501,827,449,274,60,86,6
Enterococcus_faecium_E1576.mat,1080,591,315,212,23,55,6
Haemophilus_influenzae_PittEE.mat,1254,670,348,269,35,44,6
Escherichia_coli_BL21.mat,3180,876,428,305,79,112,7
Enterococcus_faecalis_ATCC_27959.mat,1574,966,591,269,41,115,8
Salmonella_enterica_subsp_enterica_serovar_Pomona_str_ATCC_10729.mat,3481,1248,772,287,96,173,7
