model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Streptococcus_agalactiae_MRI_Z1_218.mat,2191,871,492,297,37,95,7
Bacillus_andreraoultii_KW_12.mat,1295,758,424,268,95,57,6
Escherichia_coli_KTE18.mat,3560,1236,719,308,103,196,8
Lactococcus_lactis_subsp_cremoris_SK11.mat,1176,643,305,298,27,32,5
Enterococcus_durans_ERR2230121.mat,989,545,319,193,24,27,6
Acidovorax_caeni_R_24608.mat,1362,810,437,302,52,55,7
Enterococcus_faecium_E8sv3.mat,1062,572,301,215,23,47,6
Enterococcus_faecalis_B2867.mat,1233,661,328,276,23,49,6
Helicobacter_pylori_Hp_H_23.mat,1282,830,458,314,33,75,7
Bacteroides_cellulosilyticus_ERR2230100.mat,1481,678,389,237,31,42,5
Lachnospiraceae_nov_ERR2221263.mat,946,634,373,225,24,30,4
Enterococcus_faecalis_OG1RF_ATCC_47077.mat,1244,655,321,260,26,66,6
Alistipes_onderdonkii_ERR1203947.mat,1057,615,355,223,19,38,5
Blautia_torques_ERR1204060.mat,1047,591,301,245,29,48,5
Campylobacter_jejuni_jejuni_M1.mat,1169,684,287,310,42,72,5
Bacteroides_uniformis_ERR2230160.mat,1305,648,359,246,27,37,5
Enterococcus_faecium_HF50203.mat,1063,567,299,212,23,47,6
Staphylococcus_epidermidis_VCU144.mat,1667,1030,600,302,69,113,7
Escherichia_coli_O103H25_str_NIPH_11060424.mat,3592,1254,728,306,113,212,8
Helicobacter_canis_NCTC_12740.mat,973,652,376,244,23,26,5
Enterococcus_faecalis_CH19.mat,1255,684,341,276,25,59,6
Ureaplasma_parvum_serovar_1_str_ATCC_27813.mat,522,358,148,188,8,22,6
Streptococcus_mutans_TCI_219.mat,1377,840,478,301,28,73,7
Prevotella_dentasini_JCM_15908.mat,805,728,275,438,11,16,6
Enterococcus_faecalis_T2.mat,1564,958,573,293,37,104,8
Clostridium_sporogenes_ATCC_15579.mat,1407,789,337,374,45,62,6
Enterococcus_faecalis_TX0635_WH245.mat,1248,679,340,275,25,56,6
Bacteroides_thetaiotaomicron_ERR2230081.mat,1509,664,317,291,28,52,6
Helicobacter_pylori_GAM100Ai.mat,1292,835,450,329,33,78,7
Kurthia_massiliensis_JC30.mat,1407,818,503,252,51,59,8
Bacillus_sp_7_6_55CFAA_CT2.mat,1442,820,484,245,53,74,6
Escherichia_coli_P0304777_12.mat,3211,867,433,283,79,119,7
Enterobacter_sp_MGH_8.mat,1713,839,466,279,61,65,7
Staphylococcus_aureus_M0328.mat,1405,728,346,278,47,84,6
Prevotella_copri_ERR1022397.mat,1089,610,341,228,19,42,5
