model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Streptococcus_anginosus_F0211.mat,1214,845,485,285,24,88,8
Anaerococcus_lactolyticus_S7_1_13.mat,900,555,319,204,27,28,4
Enterococcus_faecium_LCT_EF90.mat,1377,850,545,225,36,82,8
Stenotrophomonas_maltophilia_EPM1.mat,1706,1099,691,299,71,108,8
Herbaspirillum_huttiense_AU6965_10_3.mat,1553,842,471,281,67,69,7
Streptococcus_salivarius_PS4.mat,1397,860,494,304,26,73,8
Escherichia_coli_ERR2221227.mat,1887,833,393,312,71,105,7
Anaeroglobus_geminatus_F0357.mat,982,671,368,278,25,33,6
Enterococcus_faecalis_B4969.mat,1233,661,328,276,23,49,6
Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_BAA_2069.mat,1357,876,515,269,34,106,8
Clostridium_papyrosolvens_DSM_2782.mat,1106,674,360,274,27,37,6
Enterococcus_faecalis_T17.mat,1239,665,317,277,25,63,6
Lactococcus_garvieae_TB25.mat,1323,847,578,196,33,85,8
Campylobacter_jejuni_subsp_jejuni_LMG_23264.mat,1385,929,490,354,55,88,7
Leuconostoc_carnosum_JB16.mat,919,510,266,217,20,22,5
Finegoldia_magna_ATCC_29328.mat,888,602,289,286,16,33,7
Aggregatibacter_segnis_933_AAPH_107_59761_2565235.mat,1175,706,413,244,34,42,6
Escherichia_coli_O104_H4_str_11_02093.mat,3624,1265,737,297,113,221,8
Lactobacillus_ruminis_ERR2221165.mat,1044,604,329,243,23,27,5
Aeromonas_hydrophila_ML09_119.mat,2095,1217,752,295,87,158,7
Roseburia_nov_ERR1022344.mat,979,703,373,302,20,27,6
Proteus_penneri_ATCC_35198.mat,1713,873,492,251,61,115,7
Helicobacter_pylori_Hp_A_27.mat,1262,828,451,322,33,71,7
Campylobacter_showae_CSUNSWCD.mat,1104,772,418,279,32,72,7
Escherichia_coli_2872000.mat,3590,1237,737,287,95,193,8
Bilophila_wadsworthia_3_1_6.mat,1240,840,538,232,43,75,6
Enterococcus_faecalis_B1719.mat,1233,661,328,276,23,49,6
Streptococcus_agalactiae_GB00929.mat,2185,845,482,289,39,88,7
Dolosigranulum_pigrum_ATCC_51524.mat,926,545,305,217,18,19,6
Pyramidobacter_piscolens_W5455.mat,1224,831,506,281,27,46,6
Bradyrhizobium_yuanmingense_CCBAU_05623.mat,1468,927,523,328,108,76,7
Streptococcus_agalactiae_GB00986.mat,1395,849,485,289,39,91,8
Nesterenkonia_massiliensis_NP1.mat,1066,703,388,267,40,41,5
Leuconostoc_argentinum_KCTC_3773.mat,1072,640,343,242,18,59,6
Staphylococcus_capitis_VCU116.mat,1648,1070,654,279,71,135,7
Lactobacillus_nov_ERR2221311.mat,907,666,348,285,27,30,5
Tropheryma_whipplei_TW08_27.mat,1020,723,382,281,34,63,6
Staphylococcus_aureus_NN54.mat,1389,737,350,283,49,84,6
Streptococcus_pyogenes_MGAS8232.mat,930,491,261,213,13,15,5
Paraburkholderia_sediminicola_LMG_24238.mat,1654,912,530,297,69,65,7
Pseudomonas_aeruginosa_E2.mat,2248,1313,808,324,122,170,8
Escherichia_coli_2722950.mat,3578,1242,730,305,94,190,8
Prevotella_nanceiensis_DSM_19126.mat,1062,658,345,285,19,24,7
Bacteroides_sp_D2.mat,2577,813,491,235,38,87,6
Bacteroides_caccae_ERR1022460.mat,1407,681,336,291,28,49,6
Streptococcus_agalactiae_CCUG_37736.mat,2193,868,490,300,39,94,8
Bacteroides_pyogenes_JCM_6292.mat,987,637,386,224,22,22,6
Mitsuokella_multacida_DSM_20544.mat,1211,761,444,256,34,64,5
Streptococcus_agalactiae_MRI_Z1_200.mat,2206,843,469,291,47,99,8
Streptococcus_pneumoniae_GA13430.mat,1096,583,256,269,17,56,5
Clostridium_beijerinckii_G117.mat,1827,1148,752,257,75,154,8
Blautia_nov_ERR2230073.mat,1129,765,440,278,27,47,5
Lactobacillus_ruminis_SPM0211.mat,1344,871,594,227,30,55,8
Paeniclostridium_sordellii_UMC178.mat,1073,623,387,206,24,24,5
Eggerthella_lenta_AB12n2.mat,1161,809,491,270,37,67,7
Bacteroides_thetaiotaomicron_ERR2221274.mat,1509,664,317,291,28,52,6
Enterococcus_gilvus_CR1.mat,1153,671,351,274,35,41,6
Paeniclostridium_sordellii_W3025.mat,1071,632,393,207,24,26,5
Exiguobacterium_nov_ERR2221364.mat,1219,727,427,242,41,47,5
Lactobacillus_johnsonii_NCC_533.mat,981,581,250,305,14,53,6
Escherichia_coli_KTE214.mat,3560,1211,714,290,101,192,8
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_PT23.mat,2325,1221,760,290,96,153,7
Pantoea_agglomerans_MP2.mat,1722,840,471,274,71,62,7
Pseudomonas_stutzeri_ATCC_14405_CCUG_16156.mat,1528,859,428,312,68,95,6
Streptococcus_agalactiae_ERR2221321.mat,1056,551,273,250,25,24,5
Streptococcus_agalactiae_GB00923.mat,2185,845,482,289,39,88,7
Moraxella_catarrhalis_RH4.mat,1198,807,434,306,38,61,8
Kytococcus_sedentarius_1083_KSED.mat,918,586,304,235,26,36,5
Paenibacillus_sp_GM2.mat,1267,735,485,194,54,44,7
Pseudomonas_aeruginosa_MRW44_1.mat,2225,1300,791,332,125,166,8
Vibrio_mimicus_SX_4.mat,1844,1112,719,297,59,95,8
Shigella_flexneri_K_315.mat,2912,858,460,285,63,95,7
Turicimonas_muris_YL45.mat,1082,733,424,271,32,28,5
Enterococcus_faecalis_ERR2230117.mat,1132,603,302,256,26,39,6
Helicobacter_pylori_Hp238.mat,1017,634,275,319,26,43,5
Campylobacter_coli_LMG_9853.mat,1395,913,480,340,57,88,7
Streptococcus_gallolyticus_subsp_gallolyticus_TX20005.mat,1339,861,501,272,36,102,8
Clostridium_senegalense_JC122.mat,1022,615,363,227,14,25,4
