model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Burkholderiales_bacterium_YL45.mat,1066,721,417,266,32,28,5
Micrococcus_luteus_RIT324w.mat,1084,641,282,299,41,52,6
Acinetobacter_baumannii_IS_251.mat,1561,849,453,285,72,89,7
Clostridium_botulinum_C_str_Eklund.mat,1402,891,538,283,46,82,8
Staphylococcus_aureus_M0200.mat,1409,733,348,279,51,84,6
Bacillus_cereus_Rock1_15.mat,2000,1231,751,321,82,154,8
Staphylococcus_aureus_subsp_aureus_CIGC93.mat,1406,735,351,282,49,82,6
Bacillus_subtilis_subsp_spizizenii_DV1_B_1.mat,1606,865,450,277,123,112,5
Cutibacterium_acnes_HL013PA2.mat,2348,960,547,274,59,143,7
Dermacoccus_nishinomiyaensis_DSM_20448.mat,1290,743,456,223,48,57,8
Streptococcus_nov_ERR2221358.mat,913,496,268,202,19,21,6
Escherichia_coli_55989.mat,3632,1264,731,297,113,228,8
Lactobacillus_panis_DSM_6035.mat,997,656,387,230,33,36,5
Staphylococcus_aureus_subsp_aureus_VCU006.mat,1405,738,359,278,51,81,6
Streptococcus_pneumoniae_SV35.mat,1109,591,256,279,15,56,5
Vibrio_parahaemolyticus_10329.mat,1529,771,412,282,64,62,6
Enterococcus_faecium_E1007.mat,1074,590,319,212,23,50,6
Salmonella_enterica_subsp_enterica_serovar_Tennessee_str_CDC07_0191.mat,1913,860,448,282,74,110,6
Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.mat,933,491,241,200,26,43,6
Helicobacter_pylori_GAM120Ai.mat,1302,845,467,320,37,78,7
Fenollaria_timonensis_GD5.mat,831,521,253,254,6,16,4
Dorea_longicatena_ERR2230069.mat,1069,645,375,229,28,39,5
Pseudomonas_aeruginosa_PA7.mat,2368,1376,869,316,113,183,8
Leuconostoc_pseudomesenteroides_ERR2221296.mat,1008,578,303,246,26,28,5
Enterococcus_faecium_UAA1007.mat,1087,595,320,216,23,50,6
Streptococcus_agalactiae_STIR_CD_17.mat,1883,598,279,263,24,54,5
Salmonella_enterica_subsp_enterica_serovar_Saintpaul_str_SARA23.mat,2382,1249,772,293,94,174,7
Pseudomonas_aeruginosa_39016.mat,2293,1298,791,322,123,169,8
Mycobacterium_abscessus_5S_1212.mat,1325,820,478,258,106,73,7
Streptococcus_pneumoniae_EU_NP01.mat,1102,584,257,265,17,60,5
Enterococcus_faecalis_TX4000.mat,1594,984,583,289,41,119,8
Staphylococcus_aureus_PPUKM_332_2009.mat,1385,722,348,278,49,78,6
