model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Escherichia_coli_KTE81.mat,3581,1215,723,289,94,189,8
Enterobacter_aerogenes_KCTC_2190.mat,2089,942,479,296,79,139,8
Listeria_monocytogenes_L99.mat,1706,1021,603,312,112,112,8
Corynebacterium_kroppenstedtii_DSM_44385.mat,1160,733,411,250,35,68,8
Parabacteroides_goldsteinii_dnLKV18.mat,2277,775,394,300,36,76,7
Escherichia_coli_KTE230.mat,3566,1214,717,290,101,192,8
Enterococcus_faecium_UAA724.mat,1076,592,320,215,21,50,6
Haemophilus_influenzae_RdAW.mat,1355,704,367,268,33,61,6
Bacteroides_sp_D22.mat,2557,779,455,237,38,87,6
Coprobacter_fastidiosus_NSB1.mat,1066,686,375,264,29,37,6
Pseudomonas_stutzeri_A1501.mat,1532,863,421,315,74,105,6
Escherichia_coli_B799.mat,3613,1235,726,291,99,202,8
Pasteurella_caecimuris_NM44_TS2_9.mat,1329,704,393,252,44,50,6
Escherichia_coli_EPEC_C342_62.mat,3561,1222,720,293,95,197,8
Bacteroides_xylanisolvens_CL03T12C04.mat,2533,1000,622,273,51,117,8
Shigella_flexneri_K_218.mat,2928,870,454,288,66,107,7
Helicobacter_pylori_Hp_H_19.mat,1289,827,456,314,33,75,7
Enterobacter_cloacae_ERR2221157.mat,1807,842,426,308,70,83,7
Staphylococcus_aureus_subsp_aureus_USA300_TCH1516.mat,1414,745,350,283,53,92,6
Clostridium_methylpentosum_R2_DSM_5476.mat,850,604,376,184,25,42,5
