model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Clostridium_botulinum_B1_str_Okra.mat,1673,1083,708,278,48,101,8
Enterococcus_faecalis_SF24396.mat,1239,677,332,277,25,60,6
Streptococcus_agalactiae_GB00900.mat,2186,846,483,289,39,88,7
Escherichia_coli_P0302308_14.mat,3179,878,425,305,75,120,7
Escherichia_coli_KTE50.mat,3602,1244,734,294,101,204,8
Pseudomonas_mendocina_EGD_AQ5.mat,1526,956,549,326,111,68,7
Vallitalea_sp_S15.mat,1204,672,406,231,18,32,5
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1558.mat,1882,845,437,283,76,103,6
Staphylococcus_aureus_subsp_aureus_JKD6159.mat,1412,737,351,282,49,84,6
Oribacterium_sp_oral_taxon_078_str_F0262.mat,979,668,371,267,25,27,5
Enterococcus_faecalis_ATCC_6055.mat,1546,946,577,272,39,108,8
Escherichia_coli_KTE46.mat,3568,1218,721,292,101,192,8
Streptococcus_pneumoniae_70585.mat,1928,574,241,267,25,64,5
