model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Escherichia_coli_199900_1.mat,3617,1233,727,289,105,198,8
Enterococcus_mundtii_QU_25.mat,1032,566,319,205,28,34,6
Escherichia_coli_KTE69.mat,3593,1227,730,293,93,191,8
Escherichia_coli_DEC8A.mat,3593,1220,728,295,106,187,8
Lachnospiraceae_nov_ERR2230113.mat,1149,705,416,246,38,46,5
Escherichia_coli_2726800.mat,3605,1238,730,294,105,199,8
Bacteroides_faecis_MAJ27.mat,2478,740,410,252,34,76,8
Dorea_formicigenerans_4_6_53AFAA.mat,1485,982,595,306,57,108,8
Rothia_mucilaginosa_NUM_Rm6536.mat,899,581,285,252,34,34,5
Bacteroides_thetaiotaomicron_ERR2221264.mat,1509,664,317,291,28,52,6
Escherichia_coli_O104_H4_str_ON2011.mat,3614,1279,737,313,113,221,8
Erysipelotrichaceae_nov_ERR1203923.mat,1022,610,335,235,30,39,4
Providencia_rettgeri_Dmel1.mat,2125,1230,771,281,88,169,7
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH14.mat,2508,1279,805,284,105,174,8
Acinetobacter_baumannii_MDR_TJ.mat,1562,873,468,295,70,88,7
Staphylococcus_epidermidis_VCU109.mat,1669,1054,612,314,67,119,7
Escherichia_coli_P0302293_3.mat,3200,871,435,284,77,120,7
Clostridium_butyricum_5521.mat,2244,1008,652,268,59,98,8
Prevotella_oulorum_F0390.mat,889,531,300,212,17,13,6
Actinomyces_cardiffensis_F0333.mat,1040,639,333,225,30,74,7
Salmonella_enterica_subsp_enterica_serovar_Agona_str_63_H_87.mat,2347,1239,766,289,94,172,7
Enterococcus_gallinarum_ERR2221362.mat,1126,626,382,190,30,49,6
Escherichia_coli_KTE89.mat,3576,1222,723,290,103,192,8
Staphylococcus_epidermidis_NIHLM053.mat,1676,1049,612,303,71,121,7
Escherichia_coli_M605.mat,3572,1224,729,288,93,191,8
Lachnoclostridium_nov_ERR2230092.mat,1055,642,379,225,27,35,5
Enterococcus_faecium_UAA1484.mat,1089,599,325,215,23,50,6
Bacteroidetes_oral_taxon_274_str_F0058.mat,904,541,304,213,15,20,5
Anaerostipes_nov_ERR2221209.mat,1089,682,428,216,26,42,4
Anaerotruncus_colihominis_DSM_17241.mat,1044,652,453,165,25,38,5
Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.mat,1032,578,305,228,27,41,5
Solobacterium_moorei_DSM_22971.mat,957,581,322,225,23,26,7
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_35199.mat,2366,1244,768,298,96,166,7
Mycobacterium_avium_subsp_paratuberculosis_S5.mat,1700,1152,687,336,137,130,8
Campylobacter_subantarcticus_LMG_24377.mat,1000,694,363,296,27,29,6
Stenotrophomonas_maltophilia_AU12_09.mat,1732,1071,678,285,73,108,8
Shigella_flexneri_5_str_8401.mat,2954,873,464,279,66,111,7
Lachnobacterium_bovis_NK4B19.mat,949,612,323,249,18,37,4
Escherichia_coli_PA2.mat,3144,864,443,285,70,106,7
Lactococcus_lactis_subsp_cremoris_CNCM_I_1631.mat,1228,643,314,277,26,44,5
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_JX05_19.mat,1876,852,449,277,78,103,6
Lactococcus_garvieae_DCC43.mat,1276,827,553,214,25,72,8
Streptococcus_pneumoniae_1974M1_LZD.mat,1098,579,247,272,17,58,5
Oligella_urethralis_UMB0345_21837_8_92_1.mat,1189,749,398,303,34,44,6
Escherichia_coli_KTE55.mat,3557,1215,719,290,100,192,8
Citrobacter_sp_A1.mat,1858,884,474,308,72,80,7
Acidobacterium_ailaaui_PMMR2.mat,1185,744,396,295,36,46,6
Campylobacter_ureolyticus_RIGS_9880.mat,911,557,259,268,23,27,5
Escherichia_coli_KTE141.mat,3556,1223,724,295,101,187,8
Bifidobacterium_bifidum_BGN4.mat,1088,535,259,204,41,66,6
Acinetobacter_baumannii_OIFC109.mat,1566,866,462,294,70,88,7
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_42N.mat,3517,1250,780,292,90,166,7
Sneathia_amnii_SN35.mat,900,568,229,330,8,6,4
Blautia_faecis_ERR2221099.mat,1139,770,420,307,27,43,5
Mycobacterium_abscessus_6G_0212.mat,1335,843,480,275,110,75,7
Helicobacter_pylori_Hp_M5.mat,1280,814,445,312,33,75,7
Escherichia_coli_APEC_O78.mat,3619,1237,714,309,105,202,8
Lactobacillus_fermentum_F_6.mat,1412,938,583,268,52,90,8
Streptococcus_agalactiae_FSL_S3_001.mat,2214,852,480,290,45,99,7
Pseudoalteromonas_arctica_A_37_1_2.mat,1326,788,417,282,56,74,6
Enterococcus_faecalis_ERR2221313.mat,1175,639,337,255,24,40,6
Streptococcus_dysgalactiae_subsp_equisimilis_ATCC_12394.mat,2109,811,501,228,43,96,8
Hafnia_alvei_HUMV_5920.mat,1678,824,462,273,65,67,7
Streptococcus_pyogenes_Alab49.mat,932,485,261,207,13,15,5
Faecalibacterium_prausnitzii_ERR1022327.mat,1059,615,329,252,25,34,5
Clostridium_baratii_796_15.mat,1140,684,411,212,33,56,5
Loktanella_vestfoldensis_SMR4r.mat,1275,785,440,276,50,60,6
Lactobacillus_fermentum_IFO_3956.mat,1125,696,372,260,33,60,5
Dorea_longicatena_ERR1022475.mat,1085,627,365,221,28,39,5
Escherichia_coli_2865200.mat,3620,1238,738,291,99,188,8
Acinetobacter_baumannii_OIFC032.mat,1558,859,455,295,69,88,7
Escherichia_coli_NCCP15647.mat,3618,1226,714,294,101,206,8
Streptococcus_mutans_8ID3.mat,1344,832,474,297,30,73,7
Clostridium_botulinum_D_str_1873.mat,1133,634,304,265,22,60,4
Escherichia_coli_BL21DE3.mat,3600,1227,715,307,103,194,8
Lactobacillus_frumenti_DSM_13145.mat,892,671,373,264,29,31,6
Streptococcus_sanguinis_SK1056.mat,1486,911,561,286,37,81,7
Staphylococcus_aureus_M1374.mat,1392,730,348,278,49,84,6
Bifidobacterium_bifidum_S17.mat,1095,544,262,210,41,66,6
Enterococcus_faecalis_RMC1.mat,1255,681,331,277,25,65,6
Collinsella_aerofaciens_ERR2230140.mat,931,555,252,270,20,32,4
Helicobacter_pylori_NQ4161.mat,1278,817,446,314,33,75,7
