model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Bacillus_cereus_TIAC219.mat,2014,1233,730,321,90,177,8
Mycoplasma_hyopneumoniae_232.mat,731,434,266,155,8,9,6
Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH18.mat,2599,1317,826,284,111,183,8
Staphylococcus_aureus_M0571.mat,1405,728,346,278,47,84,6
Escherichia_coli_DEC10B.mat,3578,1222,710,294,111,201,8
Enterococcus_faecium_UAA1022.mat,1050,575,306,215,21,47,6
Helicobacter_pylori_Shi417.mat,1298,833,463,311,35,75,7
Staphylococcus_aureus_M1188.mat,1402,730,347,279,47,84,6
Streptococcus_agalactiae_GB00914.mat,2187,854,484,294,37,91,7
Mycobacterium_abscessus_M93.mat,1341,829,485,258,106,75,7
Staphylococcus_aureus_subsp_aureus_HO_5096_0412.mat,1394,732,346,282,51,82,6
Mycobacterium_abscessus_5S_0304.mat,1327,822,480,258,106,73,7
Eggerthia_catenaformis_OT_569.mat,1071,672,373,247,31,55,6
Aeromonas_dhakensis_173.mat,2075,1180,717,292,89,161,7
Bacillus_thuringiensis_HD_789.mat,1561,849,458,264,66,111,6
Bacillus_amyloliquefaciens_Y2.mat,1527,848,468,283,114,75,6
Escherichia_coli_P0304777_13.mat,3199,863,439,283,75,113,7
Streptococcus_agalactiae_GB00887.mat,2209,848,475,290,47,99,8
Citrobacter_freundii_GTC_09479.mat,2477,1320,809,299,98,201,8
Lactobacillus_algidus_CMTALT10.mat,850,492,252,218,17,14,5
Aeromonas_hydrophila_SNUFPC_A8.mat,2065,1186,727,297,81,145,7
Selenomonas_bovis_DSM_23594.mat,1104,648,340,267,27,36,6
Streptococcus_agalactiae_MRI_Z1_219.mat,2184,862,489,291,37,95,7
Escherichia_coli_KTE79.mat,3640,1237,739,297,101,186,8
Escherichia_coli_2862600.mat,3608,1239,730,295,101,194,8
Coprococcus_catus_ERR2221258.mat,1064,677,397,231,31,48,5
Acinetobacter_baumannii_AB_2007_16_25_01_7.mat,1566,863,461,292,72,88,7
Staphylococcus_aureus_M0103.mat,1409,732,348,278,51,84,6
Bifidobacterium_longum_subsp_longum_NCIMB8809.mat,1099,568,271,246,29,41,5
Escherichia_coli_O157_H7_str_1125.mat,3146,863,442,285,70,106,7
Actinomyces_massiliensis_4401292.mat,1069,616,335,227,30,47,6
Helicobacter_pylori_Hp_P_23.mat,1280,825,456,332,38,53,7
Helicobacter_pylori_GAM250T.mat,1290,908,453,402,35,75,7
Staphylococcus_aureus_M0330.mat,1409,732,348,278,51,84,6
Escherichia_coli_O45_H2_str_03_EN_705.mat,3185,892,436,304,77,122,7
Myroides_odoratimimus_CCUG_10230.mat,1205,706,381,273,35,51,6
Escherichia_coli_p0305293_1.mat,3206,884,449,283,75,122,7
Flavobacterium_cheniae_CGMCC_16844.mat,947,617,300,283,19,36,5
Staphylococcus_aureus_M1244.mat,1407,730,348,278,49,84,6
Brevibacterium_casei_S18.mat,1344,795,466,235,60,85,8
Lactobacillus_brevis_DSM_20054.mat,1060,625,383,186,36,52,6
Staphylococcus_aureus_M1126.mat,1394,751,366,289,45,82,6
Acinetobacter_guillouiae_CIP_63_46.mat,1388,820,412,324,71,56,7
Helicobacter_pylori_R036d.mat,1249,831,452,321,33,75,7
Bacillus_mycoides_BHP.mat,1498,800,426,277,60,79,5
Escherichia_coli_p0305293_12.mat,3207,903,447,304,77,122,7
Enterobacter_timonensis_DSM_101775.mat,1719,868,496,254,65,89,8
Kluyvera_intermedia_NBRC_102594_ATCC_33110.mat,1735,841,474,288,59,55,7
Neofamilia_massiliensis_DSM_100639.mat,766,464,275,162,17,27,5
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_543463_22_17.mat,1882,845,437,283,76,103,6
Corynebacterium_ureicelerivorans_DSM_45051.mat,1063,621,360,213,34,45,7
Methanobrevibacter_ruminantium_M1.mat,753,533,349,138,30,48,6
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_IA_2010008286.mat,3056,850,444,281,74,101,6
Staphylococcus_epidermidis_NIHLM018.mat,1679,1052,621,304,67,116,7
Mycobacterium_abscessus_47J26.mat,1331,824,480,258,108,75,7
Ralstonia_pickettii_12J.mat,1602,896,475,323,120,81,7
Yersinia_kristensenii_ATCC_33638.mat,1884,881,479,269,65,116,8
Bifidobacterium_animalis_subsp_animalis_ATCC_25527.mat,1147,669,453,142,37,68,7
Helicobacter_pylori_G27.mat,1252,811,449,310,35,69,7
Bacillus_cereus_AH1272.mat,2037,1249,779,292,84,171,8
Campylobacter_jejuni_subsp_jejuni_04199.mat,1388,922,489,348,55,88,7
Staphylococcus_aureus_HI010.mat,1412,746,369,265,53,92,6
Jonquetella_anthropi_DSM_22815.mat,1037,648,359,263,21,31,5
Xanthomonas_massiliensis_CSUR_P2129.mat,1262,822,540,219,42,59,6
Staphylococcus_aureus_M1034.mat,1382,726,344,276,51,84,5
Campylobacter_coli_LMG_9854.mat,1389,904,471,340,55,88,7
Escherichia_coli_P0304816_11.mat,3194,873,436,283,77,122,7
Enterococcus_faecium_E4389.mat,1084,583,309,215,23,50,6
Moraxella_catarrhalis_BC7.mat,1411,1022,591,342,52,88,8
Cutibacterium_acnes_HL005PA4.mat,2359,964,548,274,59,146,7
Enterococcus_faecium_TC_6.mat,1388,855,555,221,33,80,7
Bacillus_cereus_HuA3_9.mat,2013,1206,715,303,84,178,7
Cutibacterium_acnes_ERR2221336.mat,1148,653,312,282,32,56,5
Planococcus_massiliensis_DSM_28915.mat,1286,732,492,160,59,71,7
Bifidobacterium_breve_689b.mat,1047,530,257,226,27,39,5
Fusobacterium_gonidiaformans_ATCC_25563.mat,1094,705,487,166,31,48,5
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_29N.mat,3485,1226,752,290,92,170,7
Enterococcus_faecalis_Merz192.mat,1246,677,332,274,25,63,6
Helicobacter_pylori_GAM103Bi.mat,1295,845,461,328,35,78,7
Bifidobacterium_adolescentis_ERR1022366.mat,1045,532,244,249,21,31,5
Bacillus_thuringiensis_MC28.mat,1556,869,476,264,66,111,6
Pseudomonas_putida_BIRD_1.mat,1775,945,505,306,90,98,7
Escherichia_coli_KTE39.mat,3562,1214,715,290,101,194,8
Staphylococcus_aureus_M0216.mat,1392,730,348,278,49,84,6
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1575.mat,1878,845,437,285,76,103,6
Ruminiclostridium_thermocellum_AD2.mat,988,672,337,299,26,33,4
Escherichia_coli_P0299438_7.mat,3190,891,441,305,75,117,7
Bacillus_cereus_BAG2O_3.mat,2017,1213,740,317,82,153,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_CDC_2010K_1884.mat,1887,846,438,283,76,103,6
Coprococcus_comes_ERR1022427.mat,1123,626,352,236,28,37,5
Mycobacterium_abscessus_4S_0303.mat,1312,810,467,257,106,75,7
Streptococcus_agalactiae_STIR_CD_22.mat,2190,856,487,288,43,95,8
Lactobacillus_delbrueckii_subsp_bulgaricus_ND02.mat,1337,799,503,230,32,76,8
Helicobacter_pylori_Hp_P_62.mat,1287,829,460,311,33,75,7
Escherichia_coli_P0304777_15.mat,3207,884,429,304,79,121,7
Tannerella_forsythia_ATCC_43037.mat,1079,660,364,265,25,34,8
Collinsella_aerofaciens_ERR2230122.mat,931,555,252,270,20,32,4
Cutibacterium_acnes_HL007PA1.mat,2339,940,530,279,55,135,7
Staphylococcus_aureus_M0927.mat,1392,730,348,278,49,84,6
Campylobacter_coli_317_04.mat,1398,896,482,323,51,90,7
Escherichia_coli_SE15.mat,3165,853,432,283,75,105,7
Streptococcus_agalactiae_LADL_90_503.mat,2108,832,468,285,39,89,8
Salmonella_enterica_subsp_enterica_serovar_Agona_str_SH08SF124.mat,2340,1237,764,291,94,172,7
