model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Mycobacterium_abscessus_M159.mat,1334,833,489,260,104,73,7
Ralstonia_insidiosa_FC1138.mat,1582,970,491,387,119,62,7
Staphylococcus_aureus_B40950.mat,1403,731,364,261,49,84,6
Sarcina_nov_ERR1022347.mat,1051,591,363,195,26,26,4
Escherichia_coli_P0304816_9.mat,3200,870,433,283,77,122,7
Staphylococcus_xylosus_NJ.mat,2377,865,444,291,64,115,8
Escherichia_coli_2848050.mat,3608,1255,728,312,111,204,8
Capnocytophaga_granulosa_ATCC_51502.mat,1120,676,318,299,27,55,7
Staphylococcus_aureus_A9719.mat,1385,731,366,261,49,84,6
Lactobacillus_iners_LEAF_2052A_d.mat,912,569,389,149,13,33,8
Bacillus_cereus_MSX_A12.mat,2035,1233,753,316,85,156,8
Streptococcus_vestibularis_ATCC_49124.mat,1233,1076,455,583,26,77,8
Brevundimonas_diminuta_470_4.mat,1366,811,406,290,104,105,8
Escherichia_coli_KTE226.mat,3563,1216,721,290,99,190,8
Enterococcus_faecalis_B4674.mat,1233,661,328,276,23,49,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_28_O_08.mat,2346,1235,762,289,94,172,7
Campylobacter_curvus_DSM_6644.mat,1298,910,519,303,57,85,7
Fusobacterium_nucleatum_subsp_vincentii_4_1_13.mat,1150,691,471,171,31,45,6
Bacillus_cereus_AH1134.mat,1969,1207,740,300,76,164,8
Acinetobacter_johnsonii_CIP_64_6.mat,1748,1106,697,272,87,126,8
Streptococcus_dysgalactiae_subsp_equisimilis_SK1250.mat,2126,838,538,219,35,89,8
Streptococcus_agalactiae_FSL_S3_090.mat,2195,846,475,290,45,97,8
Blautia_torques_ERR2230104.mat,1057,585,295,245,29,48,5
Escherichia_coli_ERR2221250.mat,1882,826,394,312,71,97,7
Bacteroides_finegoldii_DSM_17565.mat,2366,748,419,245,34,84,6
