model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Neisseria_bacilliformis_ATCC_BAA_1200.mat,1099,707,333,329,38,39,5
Streptococcus_pneumoniae_5652_06.mat,1108,582,255,269,17,56,5
Streptococcus_sanguinis_SK49.mat,1450,902,540,297,39,81,8
Lachnospira_nov_ERR1203977.mat,956,625,364,229,24,31,5
Staphylococcus_aureus_M0780.mat,1407,730,348,278,49,84,6
Campylobacter_coli_1948.mat,1402,907,493,325,55,84,7
Escherichia_coli_MS_146_1.mat,3582,1223,728,292,96,193,8
Streptococcus_agalactiae_STIR_CD_21.mat,2190,856,487,288,43,95,8
Streptococcus_agalactiae_CCUG_37741.mat,2182,857,485,296,39,93,7
Escherichia_coli_EC1847.mat,3581,1258,752,299,102,199,8
Streptococcus_pneumoniae_GA13455.mat,1089,582,259,265,17,56,5
Streptococcus_agalactiae_SS1219.mat,2107,831,467,285,39,89,8
Desulfovibrio_desulfuricans_subsp_desulfuricans_str_ATCC_27774.mat,1558,1005,585,330,57,105,8
Staphylococcus_aureus_M0468.mat,1411,734,348,282,51,84,6
Helicobacter_pylori_CPY1124.mat,1290,838,466,318,35,78,7
Helicobacter_pylori_OK310.mat,1289,831,455,317,33,79,7
Staphylococcus_epidermidis_NIHLM031.mat,1677,1069,623,310,71,125,7
Klebsiella_pneumoniae_ATCC_25955.mat,2546,1291,829,284,104,161,8
Kocuria_rhizophila_P7_4.mat,1503,958,595,232,67,122,8
Escherichia_coli_O104_H4_str_11_02318.mat,3625,1266,738,297,113,221,8
Bacteroides_faecis_ERR1022362.mat,1265,674,380,236,28,47,6
Escherichia_coli_DEC8E.mat,3593,1195,708,295,107,181,8
Staphylococcus_epidermidis_NIHLM067.mat,1662,1048,611,307,69,123,7
Escherichia_coli_O91_H21_str_B2F1.mat,3202,869,437,283,75,119,7
Tessaracoccus_massiliensis_SIT6.mat,1101,653,371,232,28,39,6
Staphylococcus_aureus_subsp_aureus_21345.mat,1395,749,362,284,49,83,5
Eubacterium_limosum_ERR2221373.mat,1196,724,389,279,35,70,6
Salmonella_enterica_subsp_enterica_serovar_Agona_str_32_A_00.mat,2356,1251,773,290,96,174,7
Escherichia_coli_FDA507.mat,3583,1258,752,299,102,199,8
Veillonella_atypica_KON.mat,1453,938,562,327,45,67,6
Bifidobacterium_animalis_subsp_animalis_YL2.mat,965,506,235,230,21,33,5
Escherichia_coli_95_1288.mat,3578,1255,761,295,102,191,8
Dietzia_cinnamea_P4.mat,1229,807,455,260,55,81,8
Mycobacterium_abscessus_M172.mat,1311,818,476,258,106,73,7
Streptococcus_thermophilus_LMD_9.mat,1327,1156,458,654,24,85,7
Streptococcus_agalactiae_MRI_Z1_216.mat,2187,865,483,300,37,95,7
Eggerthella_sinensis_DSM_16107.mat,996,670,365,269,29,40,6
Faecalibacterium_prausnitzii_L2_6.mat,1857,638,384,184,32,73,5
Cutibacterium_acnes_TypeIA2_P_acn31.mat,2366,953,553,267,55,135,7
Bacillus_atrophaeus_1942.mat,1967,1212,778,268,148,153,8
Jonquetella_anthropi_E3_33_E1.mat,1035,650,362,262,19,31,5
Helicobacter_pylori_R32b.mat,1288,837,468,307,38,77,7
Mobiluncus_holmesii_ATCC_35242.mat,1014,667,297,314,32,47,5
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_UK_1.mat,2345,1237,770,291,96,164,7
Escherichia_coli_95_0943.mat,3578,1253,747,299,102,199,8
Prevotella_amnii_CRIS_21A_A.mat,894,536,295,215,13,20,6
Acidobacterium_capsulatum_ATCC_51196.mat,1147,708,369,291,34,46,5
Bradyrhizobium_yuanmingense_CCBAU_35157.mat,1405,881,494,301,108,76,7
Streptococcus_agalactiae_GB00663.mat,2188,850,484,290,39,93,7
Bacteroides_coprocola_M16_DSM_17136.mat,2024,705,408,227,29,69,6
Escherichia_coli_KTE236.mat,3609,1244,737,310,101,186,8
Pseudomonas_putida_S16.mat,1723,909,477,303,81,98,7
Bifidobacterium_bifidum_LMG_13195.mat,1324,704,464,155,41,85,7
Corynebacterium_propinquum_DSM_44285.mat,1096,700,386,245,34,71,8
Escherichia_coli_2850400.mat,3620,1254,735,310,97,192,8
Lactobacillus_paracasei_CRF28.mat,1502,913,527,268,50,118,7
Streptococcus_mitis_SK616.mat,1241,815,503,242,29,79,8
Escherichia_sp_TW09308.mat,2918,874,498,273,66,81,7
Haemophilus_influenzae_Rd_KW20.mat,1370,729,392,268,33,61,6
Roseburia_hominis_ERR1022292.mat,1245,705,403,258,31,38,4
Lactobacillus_paracasei_Lc_10.mat,1453,865,516,253,48,94,8
Streptococcus_agalactiae_GB00241.mat,2213,851,479,290,45,99,7
Streptococcus_agalactiae_GB00264.mat,2169,850,486,286,33,91,7
Lactobacillus_camelliae_DSM_22697_JCM_13995.mat,780,550,282,256,12,3,6
Eggerthella_lenta_1356FAA.mat,1113,807,469,290,33,63,7
Bacillus_thuringiensis_BMB171.mat,1537,858,464,274,62,102,6
Granulicatella_elegans_ATCC_700633.mat,946,606,314,263,22,32,7
Escherichia_coli_KTE71.mat,3571,1219,722,289,92,195,8
Staphylococcus_aureus_subsp_aureus_CIG1500.mat,1384,726,343,277,51,84,5
Escherichia_coli_KTE191.mat,3565,1229,731,295,101,184,8
Weissella_cibaria_KACC_11862.mat,1066,662,400,208,24,52,7
Enterococcus_faecalis_TX4244.mat,1578,978,583,291,41,115,8
Staphylococcus_aureus_subsp_aureus_VRS10.mat,1390,731,349,278,49,84,6
Clostridium_stercorarium_subsp_stercorarium_DSM_8532.mat,1999,652,361,250,25,38,5
Escherichia_coli_EC1869.mat,3584,1265,753,299,102,205,8
Paludibacter_propionicigenes_WB4.mat,2268,679,356,284,26,35,6
Cutibacterium_acnes_TypeIA2_P_acn17.mat,2373,966,559,274,57,137,7
Staphylococcus_aureus_subsp_aureus_M899.mat,1383,740,354,284,49,82,5
Lactobacillus_kunkeei_EFB6.mat,807,559,302,235,25,23,6
Enterococcus_faecalis_Merz151.mat,1242,664,320,275,27,59,6
Sutterella_wadsworthensis_HGA0223.mat,1459,958,586,287,51,95,6
Streptococcus_pneumoniae_GA60190.mat,1106,581,251,272,17,56,5
Blautia_nov_ERR1022302.mat,1128,769,418,308,27,43,5
Lactobacillus_murinus_ASF361.mat,969,554,315,208,21,19,5
Salmonella_enterica_subsp_enterica_serovar_Agona_str_48_E_08.mat,2349,1248,767,289,94,180,7
